source,target
ꢓꢷꢳ꣄ ꢡꢵꢫ꣄,கீ2ள்தாய்
ꢲꢸꢨ꣄ꢨꢱ꣄ ꢦꣂꢜ꣄,ஹுப்3ப3ஸ் போட்
ꢨꢾꢣꢶꢬ꣄ꢦꣂꢜ꣄,பெ3தி3ர்போட்
ꢃꢯ꣄꣄ꢗꢬ꣄ꢫꢸ ꢦꣂꢜ꣄,ஆஶ்சர்யு போட்
ꢫꣂꢙꢥꣁ ꢒꢿꢬ꣄,யோஜனொ கேர்
ꢱꢪꢬ꣄ꢡꢮꢵꢥ꣄ ꢲꣂ,ஸமர்தவான் ஹோ
ꢅꢥ꣄ ꢒꢿꢬ꣄,ஹீன் கேர்
ꢥꢶꢬ꣄ꢠꢫꣁ ꢒꢿꢬ꣄,நிர்ணயொகேர்
ꢪꢸꢞꢶꢮ꣄ ꢣꢾꢒ꣄ꢒꢶ,முடி3வ் தெ3க்கி
ꢱꢪꢵꢤꢵꢥ꣄ ꢒꢿꢬ꣄,ஸமாதா4ன் கேர்
ꢏꢡ꣄ꢡꢵꢱ꣄ ꢒꢿꢬ꣄,ஒத்தாஸ்கேர்
ꢨꢶꢱ꣄ꢱꣁ ꢲꣁꢮꢵꢜ꣄,பி3ஸ்ஸொ ஹொவாட்
ꢡꢸꢬꢸ ꢤꢿꢬ꣄,துருதே4ர்
ꢦꢸꢜ꣄ꢜꣁ ꢡꢵꢫ꣄,புட்டொதாய்
ꢓꢾꢰ꣄ꢜꢪ꣄ ꢦꣂꢜ꣄,கெஷ்டம்போட்
ꢗꢾꢞ꣄ꢮꢶ ꢱꣂꢜ꣄,செட்3வி ஸோட்
ꢩꢸꢬ꣄ꢒꣁ ꢒꢿꢬ꣄,பு4ர்கொ கேர்
ꢗꢹꢬ꣄ꢠꢸ ꢒꢿꢬ꣄,சூர்ணு கேர்
ꢱꢥ꣄ꢣꢾꢯ꣄ ꢭꢿ ꢙꢵ,லே ஜா
ꢱꢾꢥ꣄ꢣꢿꢮ꣄ ꢥꢴꢷꢡ꣄ꢡꣁ ꢬꢴꢵ,ஸெந்தே3வ் நீ:த்தொ ரா:
ꢱꢾꢥ꣄ꢣꢿꢮ꣄ ꢙꢮꢵꢜ꣄,ஸெந்தே3வ் ஜவாட்
ꢣꢾꢒ꣄ꢒꢶꢥꢶ ꢦꣂꢜ꣄,தெ3க்கினி போட்
ꢦꢙꢾ ꢲꣂ,பஜெஹோ
ꢲꢬꢸꢪ꣄ꢨꢪ꣄ ꢒꢾꢬꢶ ꢢꣁꢮ꣄,ஹரும்ப3ம்கெரிதோ2வ்
ꢱꢪ꣄ꢦꢬ꣄ꢒꢸ ꢒꢿꢬ꣄,ஸம்பர்கு கேர்
ꢱꢥ꣄ꢤꢶꢪ꣄ ꢢꣁꢮ꣄ꢭꢿ,ஸந்தி4ம் தொ2வ்லே
ꢱꢿꢮꣁ ꢒꢿꢬ꣄,ஸேவொகேர்
ꢲꢶꢪ꣄ꢱꣁꢒꢿꢬ꣄,ஹிம்ஸொ கேர்
ꢥꢵꢯꢥꣁ ꢒꢿꢬ꣄,நாஶனொ கேர்
ꢏꢞ ꢶꢙꢵ,ஒடி3 ஜா
ꢏꢞꢞꢶ ꢙꢮꢵꢜ꣄,ஒட3டி3 ஜவாட்
ꢲꣂꢬꢸ ꢲꣂꢬ꣄ ꢲꢶꢪ꣄ꢗꣁ ꢒꢿꢬ꣄,ஹோருஹோர்ஹிம்ஸொகேர்
ꢮꢶꢒ꣄ꢒꢸ ꢕꢵꢭ꣄,விக்கு கா4ல்
ꢱꢶꢖ꣄ꢒꢡꢶ ꢒꢾꢬ꣄ꢭꢾ,ஸிங்க3தி கெர்லே
ꢲꢶꢠ꣄ꢞꢶ ꢧꢶꢬꢶꢭꢿꢡ꣄ ꢬꢴꢵ,ஹிண்டி3 பி2ரிலேத் ரா:
ꢗꢭ꣄ꢡ ꢲꣂ,சல்த ஹோ
ꢥꣁꢪ꣄ꢒꢾ ꢦꣁꢞꢵꢜ꣄,நொம்கெபொடா3ட்
ꢥꣁꢪ꣄ꢒꢾ ꢣꢿ,நொம்கெ தே3
ꢥꣁꢪ꣄ꢒꢾ ꢢꣂꢮ꣄,நொம்கெ தோ2வ்
ꢱ꣄ꢮꢵꢔꢡ꣄ ꢒꢿꢬ꣄,ஸ்வாக3த் கேர்
ꢤꢥ꣄ꢥꢸ ꢱꢖ꣄ꢒꢶ,த4ன்னு ஸங்கி3
ꢔꢮꢸꢥ꣄ ꢣꢿ,க3வுன் தே3
ꢥꢬ꣄ꢡꢥꣁ ꢒꢿꢬ꣄,நர்தனொ கேர்
ꢔꢵꢪ꣄ ꢱꣁꢜꢶꢤꢞ꣄ꢞꢾ,கா3ம்ஸொடி த4ட்3டெ3
ꢲꢜ꣄ꢮꢥ꣄ ꢒꢾꢬ꣄ꢭꢿ,ஹட்வன்கெர்லே
ꢲꢜ꣄ꢮꢥ꣄ ꢒꢿꢬ꣄,ஹட்வன் கேர்
ꢗꢭ꣄ꢡ ꢲꣂ,சல்தஹோ
ꢔꢪ꣄ꢗꢶ ꢱꢵ,க3ம்சி ஸா
ꢬꣂꢔꢸꢪ꣄ ꢦꣂꢜ꣄,ரோகு3ம் போட்
ꢏꢔꢡ꣄ꢬꢵ,ஒக3த்ரா:
ꢮꢜꣁ ꢓꢳ꣄ꢳꢾ,வடொக2ள்ளே
ꢩꢹꢒ꣄ ꢂꢠ꣄ꢗꢶꢭꢿ,பூ4க்அண்சிலே
ꢙꢦ꣄ꢡꣁ ꢒꢿꢬ꣄,ஜப்தொ கேர்
ꢃꢒ꣄ꢬꢪꢠꣁ ꢒꢿꢬ꣄,ஆக்ரமணொ கேர்
ꢒꢬ꣄ꢡꢮ꣄ ꢗꢭ꣄ꢡꣁ ꢒꢿꢬ꣄,கர்தவ் சல்தொ கேர்
ꢦꢣꢮꢶꢡꣁꢒꢥ꣄ ꢲꢸꢡ꣄ꢬꢵꢜ꣄,பத3விதொகன் ஹுத்ராட்
ꢦꢣꢮꢶꢱꣁꢞꢶ ꢲꢸꢡ꣄ꢡꢶꢬ꣄,பத3விஸொடி3ஹுத்திர்
ꢩꢬ꣄ꢡꢶ ꢒꢿꢬ꣄,ப4ர்தி கேர்
ꢙꢾꢮꢵꢨ꣄ ꢣꢿ,ஜெவாப் தே3
ꢩꢬ꣄ꢡꢶ ꢒꢿꢬ꣄,ப4ர்திகேர்
ꢗꣁꢞ꣄ꢞꢒꢥꢶ ꢱꢪ꣄ꢗꢫꣁ ꢒꢿꢬ꣄,சொட்3ட3கனி ஸம்சயொ கேர்
ꢦꣁꢠꢾ ꢩꢥ꣄ꢣꢶ,பொணெப4ந்தி3
ꢦꢶꢬ꣄ꢙꢥꢪ ꣄ꢦꣂꢜ꣄,பிர்ஜனம்போட்
ꢦꢾꢫꢶꢬ꣄ ꢔꢵꢭ꣄,பெயிர் கா4ல்
ꢤꢪꢵꢤꢵꢪ꣄ ꢦꣁꢥ꣄ꢣꢶ,த4மாதா4ம் பொந்தி3
ꢦꢬꢶ ꢲꢵꢬ꣄ ꢮꢾꢒ꣄ꢒꢶ,பரிஹார்வெக்கி
ꢙꢿꢪ꣄ ꢣꢿ,ஜேம் தே3
ꢦꢵꢬꢶꢡꣂꢱ꣄ ꢣꢿ,பாரிதோஸ் தே3
ꢩꣁꢔꢸꢪꢵꢥ꣄ ꢣꢾ,பொ4கு3மான் தே3
ꢦꢬꢶꢯꢷꢭꢥꣁ ꢒꢿꢬ꣄,பரிஶீலனொகேர்
ꢦꢬꢶꢡꢵꢦ꣄ ꢦꣂꢜ꣄,பரிதாப் போட்
ꢨꣁꢭꢶ ꢣꢿ,பொ3லிதே3
ꢨꣁꢭꢶ ꢓꢵꢜ꣄,பொ3லி கா2ட்
ꢦ꣄ꢬꢡꢶ ꢲꢶꢪ꣄ꢱꣁ ꢒꢿꢬ꣄,ப்ரதி ஹிம்ஸொ கேர்
ꢒꣁꢳꢵꢬ꣄ ꢒꢿꢬ꣄,கொளார் கேர்
ꢒꢪ꣄ꢞꢥ꣄ ꢣꢿ,கம்ட3ன் தே3
ꢆꢒ꣄ꢒꢶꢭꢶ ꢙꢵ,உக்கிலிஜா
ꢮꢔꣁ ꢒꢿꢬ꣄,வகொ3கேர்
ꢨꢵꢮꢭꣁ ꢒꢿꢬ꣄,பா3வலொ கேர்
ꢒꢮꢶꢡꣁ ꢒꢿꢬ꣄,கவிதொகேர்
ꢔꢷꢡ꣄ ꢭꢶꢓꢶ,கீ3த் லிகி2
ꢱ꣄ꢮꢬꢵꢥ꣄ ꢡꢵꢫ꣄,ஸ்வரான் தாய்
ꢦꢵꢝꣁ ꢱꢶꢒ꣄ꢒꢵꢜ꣄,பாடொ2 ஸிக்காட்
ꢦ꣄ꢬꢗꢵꢬ꣄ ꢒꢿꢬ꣄,ப்ரசார் கேர்
ꢂꢥꢸꢨꢥ꣄ꢤꢸ ꢗꢾꢬ꣄ꢗꢶ,அனுப3ந்து4 செர்சி
ꢨꢷꢞꢠꣁ ꢲꣂ,பீட3ணொ ஹோ
ꢤꢵꢒ꣄ ꢭꢔꢞ꣄ꢳꢿ,தா4க் லக3ட்3ளே
ꢪꣁꢥ꣄ꢥꢸ ꢣꢸꢮ꣄ꢥꣁ ꢒꢿꢬ꣄,மொன்னு து3வ்னொ கேர்
ꢦꢱ꣄ꢒꢜꢸꢪ꣄ ꢮꢡ꣄ꢡ ꢒꢿꢬ꣄,பஸ்கடும் வத்தொ கேர்
ꢥꢴꢥ ꣄ꢲꢱꣁ ꢒꢿꢬ꣄,ந:ன் ஹஸொ கேர்
ꢕꢾꢥꢪ꣄ꢒꢥꢶ ꢲꢜ꣄ꢮꢶꢭꢿ,கெ4னம்கனி ஹட்விலே
ꢪꢴꣁꢜ ꢲꢸꢨ꣄ꢨꢱ꣄ ꢣꢿ,மொ:ட ஹுப்3ப3ஸ் தே3
ꢪꣂꢭ꣄ꢲꢥꢶ ꢮꢡ꣄ꢡꣁ ꢒꢿꢬ꣄,மோல்ஹனி வத்தொ கேர்
ꢦꢶꢱꣁ ꢤꢾꢬꢵꢜ꣄,பிஸொ தெ4ராட்
ꢗꣁꢞ꣄ꢞ ꢮꢡ꣄ꢡꣁ ꢒꢿꢬ꣄,சொட்3ட3வத்தொகேர்
ꢏꢬꢤꢵꢥ꣄ꢒꢥꢶ ꢭꢔꢳ꣄ꢳꢿ,ப்ரதா4ன்கனி லக3ள்ளே
ꢨꣂꢣꣂ ꢲꢶꢖ꣄ꢔꢵꢜ꣄,போ3தொ3 ஹிங்கா3ட்
ꢔꢸꢞ꣄ꢒ ꢡꣀꢭꢶ ꢨꢷꢱ꣄,கு3ட்3க தைலிபீ3ஸ்
ꢔꢸꢠ꣄ꢠꢸ ꢥꢶꢬ꣄ꢤꢵꢬꢠꣁ ꢒꢿꢬ꣄,கு3ண்ணு நிர்தா4ரணொ கேர்
ꢩꢬ꣄ꢡꢶꢒꢿꢬ꣄,ப4ர்திகேர்
ꢙꢾꢮꢵꢦ꣄ ꢒꢿꢬ꣄,ஜெவாப் கேர்
ꢲꢵꢬ꣄ ꢕꢵꢭ꣄,ஹார் கா4ல்
ꢪꢸꢞꢶꢮ꣄ ꢲꣂ,முடி3வ் ஹோ
ꢤꢥ꣄ꢢꣁꢮ꣄,த4ன் தோ2வ்
ꢣꣁꢮ꣄ꢬꣁ ꢦꣂꢜ꣄,தொ3வ்ரொபோட்
ꢱꣁꢪ꣄ꢪꢬ꣄ ꢮꢵꢜ꣄ ꢣꢾꢒ꣄ꢒꢵꢜ꣄,ஸொம்மர் வாட் தெ3க்காட்
ꢪꢶꢛ꣄ꢗꢸꢬ꣄ ꢲꢶꢖ꣄ꢔꢵꢜ꣄,மஞ்சுர் ஹிங்கா3ட்
ꢪꢶꢜ꣄ꢜꢬ꣄ ꢲꢶꢖ꣄ꢔꢵꢜ꣄,மிட்டர் ஹிங்கா3ட்
ꢮꢵꢜ꣄ ꢣꢾꢒ꣄ꢒꢵꢜ꣄,வாட் தெ3க்காட்
ꢱꣁꢪ꣄ꢪꢬ꣄ ꢙꢵ,ஸொம்மர் ஜா
ꢦꢸꢙꢾ ꢒꢿꢬ꣄,புஜெகேர்
ꢮꢵꢜ꣄ ꢱꣂꢜ꣄,வாட்ஸோட்
ꢧꢭ꣄ꢭꣁ ꢃꢣꢸꢬ꣄ꢮꣁ ꢣꢿ,ப2ல்லொஆது3ரவொ தே3
ꢂꢥꢸꢱꢬꢶ ꢱꢖ꣄ꢔꢶ,அனுஸரி ஸங்கி3
ꢃ ꢒꢿꢬ꣄,ஆ கேர்
ꢡꣂꢠ꣄ ꢦꢾꢱꢵꢮ꣄ꢒꢥꢶ ꢲꢹꢜ꣄,தோண் பெஸாவ்கனி ஹூட்
ꢲꢵꢜ꣄ ꢱꣂꢜ꣄,ஹாத் ஸோட்
ꢙꢾꢮꢵꢦ꣄ ꢣꢾ,ஜெவாப் தே3
ꢮꢶꢱꢵꢭꣁ ꢒꢿꢬ꣄,விஸாலொகேர்
ꢙꢾꢪꢥ꣄ ꢩꢵꢭ꣄,ஜெமன்கா4ல்
ꢮꢾꢔ꣄ ꢒꢾꢬ꣄,வேக்3 கேர்
ꢂꢭꢔ꣄ꢔ ꢢꣂꢮ꣄,அலக்3க3 தோ2வ்
ꢙꢵꢔ꣄ꢬꢡꣁꢦꣁꢞꢜ꣄,ஜாக்3ரதொ பொடா3ட்
ꢦ꣄ꢬꢱꢸꢬ꣄ ꢲꣂ,ப்ரஸுர் ஹோ
ꢦ꣄ꢬꢱꢸꢬ꣄ ꢒꢿꢬ꣄,ப்ரஸுர் கேர்
ꢩꢬꢵꢜ꣄ ꢣꣁꢨ꣄ꢨꢶ,ப4ராட் தொ3ப்3பி3
ꢲꢹꢡ꣄ꢡꢶꢬ꣄ ꢩꢬꢵꢜ꣄,ஹுத்திர் ப4ராட்
ꢙꢷꢔ꣄ ꢦꣁꢥ꣄ꢣꢶ,ஜீக்3 பொந்தி3
ꢃꢮꢿꢯ꣄ ꢦꣁꢞꢵꢜ꣄,ஆவேஶ் பொடா3ட்
ꢣ꣄ꢮꢾꢯ꣄ꢕꢵꢭ꣄,த்3வேஶ் கா4ல்
ꢮꢿꢜꢵ ꢓꢵꢳ꣄,வேடகா2ள்
ꢩꢾꢡ꣄ ꢲꣂ,பே4த்ஹோ
ꢩꢾꢡ꣄ ꢲꣁꢮꢵꢜ꣄,பே4த் ஹொவாட்
ꢒꢹꢬ꣄ꢪꣁ,கூர்மொ
ꢒꢱ꣄ꢦꣁ,கஸ்பொ
ꢡꢪ꣄ꢨꢭ꣄ꢗꢶꢦ꣄ꢦꣁ,தம்ப3ள்சிப்பொ
ꢓꢾꢱꢸꢭꣁ,கெ2ஸூலொ
ꢒꢾꢜ꣄ꢜꢸ ꢱꢵꢦ꣄,கெட்டு ஸாப்
ꢱꢪꢸꢣ꣄ꢬꢸ ꢒꢱ꣄ꢦꣁ,ஸமுத்3ருகஸ்பொ
ꢱꢵꢬ ꢱꢵꢦ꣄,ஸாரஸாப்
ꢔꢶꢭ꣄ꢒꢵꢫ꣄ꢱꢵꢦ꣄,கி3ல்காய்ஸாப்
ꢒꣁꢪ꣄ꢨꢬꢶ ꢱꢵꢦ꣄,கொம்ப3ரிஸாப்
ꢱꢷꢦ꣄,ஸீப்
ꢩꢹꢒ꣄ ꢱꢾꢥ꣄ꢡꢵ ꢪꢴꢳꢶꢶ,பூ4க் ஸெந்தா ம:ளி
ꢦꣂꢜꢸ ꢙꢵꢭꢸ ꢪꢴꢳꢶ,போடு ஜாளு ம:ளி
ꢦꢥꢶꢪ꣄ꢱꢵꢦ꣄,பனிம் ஸாப்
ꢒꢶꢞꢵ ꢱ꣄ꢢꢶꢡꢶ ꢩꢾꢬ꣄ꢒꢶꢭꢶ,கிடா3 ஸ்தி2தி பெ4ர்களி
ꢨꢾꢱ꣄ꢒꢳꢶ,பெ3ஸ்களி
ꢡꢶꢪꢶꢖ꣄ꢔꢭ꣄,திமிங்க3ல்
ꢡꢶꢪꢶꢮꢵꢱꢶ,திமிவாஸி
ꢮꢶꢒ꣄ꢒꢸ ꢣꢵꢡ꣄,விக்கு தா3த்
ꢮꢶꢒ꣄ꢔꢸ,விக்கு3
ꢒꢶꢬ꣄ꢮꢶꢭ꣄,கிர்வில்
ꢔꢶꢰ꣄꣄ꢭꣂ,கி3ஷ்லொ
ꢥꢥ꣄ꢱꢵꢦ꣄,நன்ஸாப்
ꢱꣁꢒ꣄ꢒꢜ꣄ ꢱꢵꢦ꣄,சொக்கட் ஸாப்
ꢦꢥꢶꢪ꣄ ꢱꢸꢥꣁ,பனிம் ஸுனொ
ꢦꢥꢶꢪ ꣄ꢎꢱ꣄ꢡꢸ,பனிம்ஐஸ்து
ꢥꢶꢳ ꢱꢵꢦ꣄,நிளஸாப்
ꢦꣁꢞ꣄ꢔꢾ,பொட்3கெ3
ꢡꣁꢖ꣄ꢔꢬꢸ ꢱꢵꢦ꣄,தொ3ங்க3ருஸாப்
ꢪꢴꢳꢶ,ம:ளி
ꢥꢒ꣄ꢬꢸ,நக்ரு
ꢮꢶꢒ꣄ꢒꢸ,விக்கு
ꢦꢵꢰꢵꢠꣁ,பாஷாணொ
ꢔꢵꢫ꣄,கா3ய்
ꢩꢾꢠ꣄ꢞꢸ,பெ4ண்டு3
ꢔꢵꢫ꣄ ꢔꣁꢬꢸꢥ꣄,கா3ய்கொ3ருன்
ꢦꣁꢡꢸꢭꣁ,பொ3து3லொ
ꢩꢾꢫ꣄ꢱ꣄,பெ4ய்ஸ்
ꢩꢾꢫ꣄ꢱꢸ꣄ ꢦꣁꢡꢸꢭꣁ,பெ4ய்ஸுபொ3து3லொ
ꢪꢸꢫꢶ. ꢭꣁꢭ꣄ꢦꢣꢾ,முயி
ꢕꢾꢣꢞ꣄,கெ4த3ட்3
ꢣꢸꢞꣁ,து3டொ3
ꢮꢵꢱꢬ꣄,வாஸர்
ꢔꣁꢖ꣄ꢔꢸ,கொ3ங்கு3
ꢔꣁꢬꢸ,கொ3ரு
ꢕꣁꢞꣁ,கொ4டொ3
ꢒꢷꢱ꣄,கீஸ்
ꢦꣁꢭꢥ꣄ꢔꢸ,பொலங்கு3
ꢮꢥ꣄ꢕꢪꢶ,வந்த4மி
ꢪꢴꢾꢞꢶꢩꢾꢠ꣄ꢞꢸ,மெ:டி3பெ4ண்டு3
ꢕꢾꢣꢞꢕꣁꢞꣁ꣄,கெ4த3ட்3கொ4டொ3
ꢱꢸꢥꣁ,ஸுனொ
ꢦꣀꢭ꣄ ꢱꢸꢥꣁ,பை3ல்ஸுனொ
ꢣꢸꢒ꣄ꢒꢬ꣄,து3க்கர்
ꢪꢛ꣄ꢙꢶꢬꢶ,மஞ்ஜிரி
ꢲꢬꢶꢥ꣄,ஹரின்
ꢪꢺꢔꣁ,ம்ருகொ3
ꢪꢹꢔꢸ,மூகு3
ꢯꢯꣁ,ஸஸொ
ꢓꢸꢥ꣄ꢣꢾꢭ꣄,கு2ந்தெ3ல்
ꢦꢵꢭꢥ ꢪꢹꢔꢸ,பாலனமூகு3
ꢒꣁꢗ꣄ꢗꢶ ꢱꢸꢥꣁ,கொச்சி ஸுனொ
ꢓꢿꢜꢸꢱꢸꢥꣁ,கே2டு ஸுனொ
ꢗꢶꢡ꣄ꢬꢪꢸꢫꢶ,சித்ரமுயி
ꢆꢒꣁ,உகொ
ꢮꢺꢒꣁ꣄,வ்ருகொ
ꢔꢖ꣄ꢔꢵꢬꢸ,க3ங்கா3ரு
ꢗꢶꢡ꣄ꢬꢮꢵꢔ꣄,சித்ரவாக்4
ꢩꢭ꣄ꢭꢸ,ப4ல்லு
ꢕꢾꢣꢞ꣄ꢮꢵꢔ꣄,கெ4த3ட்3வாக்4
ꢮꢥꢪꢛ꣄ꢙꢶꢬꢶ,வனமஞ்ஜிரி
ꢮꢥꢪꢹꢔꢸ,வனமூகு3
ꢬꢵꢠꢸ ꢩꢾꢫ꣄ꢱ꣄,ராண் பெ4ய்ஸ்
ꢥꢥꢡꢸꢬ꣄꣄ ꢓꣁꢭꣁ,தந்துர் கொ2லொ
ꢄꢱ꣄ꢪ꣄ꢪꣁ,ஸிம்மொ
ꢱꢶꢪ꣄ꢲꢸ,ஸிம்ஹு
ꢡꢬꢒ꣄ꢰꢹ,தரக்ஷு
ꢓꣁꢭꣁ,கொ2லொ
ꢮꢵꢔ꣄,வாக்3
ꢪꢾꢥꢶꢒꢸ ꢒꢷꢱ꣄,மெனிகு கீஸ்
ꢓꢞꢵ ꢣꢸꢒ꣄ꢒꢬ꣄,க2டா3 து3க்கர்
ꢲꣀꢱ꣄ꢡꢸ,ஹைஸ்து
ꢎꢱ꣄ꢡꢸ,ஐஸ்து
ꢔꢶꢡꢵ ꢕꣁꢞꣁ,கி3தாகொ4டொ3
ꢯꢾꢬꢶꢬ꣄,ஶெரீர்
ꢤꢸꢮꢥ꣄,து4வன்
ꢤꢸꢮꢥꢸ ꢦꢥꢶ,து4வனு பனி
ꢓꢸꢬꢶ,கு2ரி
ꢓꣁꢬ꣄,கோ2ர்
ꢱꢶꢖ꣄ꢔꢸ,ஸிங்கு3
ꢯꢾꢠ꣄,ஶேன்
ꢮꢶꢒ꣄ꢒꢸ ꢣꢵꢣ꣄,விக்கு தா3த்
ꢮꢶꢒ꣄ꢒꢸꢣꢵꢡ꣄,விக்குதா3த்
ꢱꢾꢬ꣄ꢒꢶ,ஸெர்கி
ꢪꢵꢥ꣄ꢣꢸꢓꢿꢱ꣄,மாந்து3கே2ஸ்
ꢦꢾꢠ꣄,பேண்
ꢇꢤꣁ,ஊதொ3
ꢦꣁꢡꢸꢮ꣄,பொது3வ்
ꢬꣂꢪ꣄,ரோம்
ꢭꣁꢞ꣄ꢞꢶ,லொட்3டி3
ꢭꢵꢫꢪ꣄,லாயம்
ꢦꢸꢱꢶꢞꢶ,புஸிடி3
ꢔꣁꢮꢡ꣄,கொ3வத்
ꢬꢵꢠꢸ ꢒꣃꢭꣁ,ராணுகௌளொ
ꢗꢛ꣄ꢗꢸ,சஞ்சு
ꢪꢸꢱ꣄ꢒꢶꢳꢶ,முஸ்கிளி
ꢂꢪ꣄ꢱꣁ,ஹம்ஸொ
ꢕꢸꢔꢸ,கூ4கு3
ꢆꢭꢸ,உலு
ꢦꢶꢖ꣄ꢔꢸ,பிங்கு
ꢦꢒ꣄ꢰꢶ ꢔꢹ,பக்ஷி கூ3
ꢬꢙꢒꣃꢭꣁ,ரஜகௌளொ
ꢔꣃꢬꢶ,கௌ3ரி
ꢣꢶꢰ꣄ꢳꣁ,தி3ஷ்ளொ
ꢒꣃꢭꣁ,கௌளொ
ꢬꢪꣁ,ரமொ
ꢒꣁꢒꢶꢭ꣄,கொகில்
ꢗꢶꢞꢶ,சிடி3
ꢤꢔꣁ,கூ2கொ3
ꢦꢛ꣄ꢙꢶꢬꢶ꣄,பஞ்ஜிரி
ꢮꢔꣁ,வகொ3
ꢄꢭꢶ,ஹிளி
ꢘꢸꢭꢶ,சு2ளி
ꢒꢸꢒꢸꢞꢶ,குகுடி3
ꢒꢸꢞꢶ,குடி3
ꢒꢸꢒꢸꢞꢶꢦꢶꢭ꣄ꢭꣁ,குகுடி3பில்லொ
ꢦꢶꢖ꣄ꢒꢸꢞꣁ,பிங்குடொ3
ꢒꢸꢒꢸꢞꣁ,குகுடொ3
ꢃꢞꢶ,ஆடி3
ꢨꢣꢸꢭꣁ,ப3து3லொ
ꢮꢶꢱ꣄ꢡꢮ꣄ ꢒꢸꢞꢶ,விஸ்தவ்குடி3
ꢦꢶꢛ꣄ꢘꢾ,பிஞ்செ2
ꢪꢸꢡꢭꣁ,முதளொ
ꢦꢖ꣄ꢓꢸ,பங்கு2
ꢒꢸꢒ꣄ꢒꢸꢬꣁ,குக்குரொ
ꢕꢵꢬꢸ,கா4ரு
ꢦꢒ꣄ꢰꢶ,பக்ஷி
ꢒꣃꢣꢸ,கௌது3
ꢒꣁꢒ꣄ꢒꢸꢬ꣄ꢒꣀꢭꣁ,கொக்குர்கைலொ
ꢨꣀꢭ꣄ ꢒꢸꢞꢶ,கபை3ல் குடி
ꢪꢴꣂꢬꢶ,மோ:ரீ
ꢪꢴꣂꢬ꣄,மோ:ர்
ꢪꢴꣂꢬꢸ ꢦꢷꢒ꣄,மோ:ருபீக்
ꢙꢵꢞꢸ꣄ ꢜꢖ꣄ꢒꢸ ꢦꢒ꣄ꢰꢶ,ஜா2டு3 டங்கு பக்ஷி
ꢪꢴꢳꢶ ꢜ꣄ꢖꢒꢸꢥꢵꢬ꣄,ம:ளி டங்குனார்
ꢂꢠ꣄ꢞꣁ,அண்டொ3
ꢱꢬꢶꢒꣁ,ஸரிகோ
ꢡꢬꢱ꣄ꢮꢶꢥ꣄,தரஸ்வின்
ꢡꢬ꣄ꢦꢒ꣄ꢰꢶ,தர்பஷி
ꢩꢵꢬꢙꢶ,பா4ரஜி
ꢏꢔꢸꢭ꣄,ஒகு3ல்
ꢲꢣ꣄ꢣꢸ,ஹத்3து3
ꢂꢬ꣄ꢒ꣄ꢫꢵꢭ꣄,அர்க்யால்
ꢂꢖ꣄ꢒꢾ,அங்கொ
ꢱꣂꢮꢸ,ஸொவு
ꢮꢷꢱꢪꢞ꣄ꢜꣁ,விஸமட்3டொ3
ꢡꢶꢮ,திவ
ꢱꢶꢭꢶ,ஸிலி
ꢱꢣ꣄ꢣꢸꢮꢶꢱꢪ꣄,ஸத்3து3விஸம்
ꢱꢸꢥ꣄ꢫ,ஸுந்ய
ꢱꢸꢥ꣄ꢥꢸ,ஸுந்நு
ꢫꣂꢔ꣄,யோக்3
ꢣꢷ,தீ3
ꢣꢷꢥꢸ,தீ3நு
ꢗꢵꢬꢸ,சாரு
ꢦꢵꢛ꣄ꢗ꣄,பாஞ்ச்
ꢱꣂ,ஸோ
ꢱꢵꢢ꣄,ஸாத்2
ꢃꢝ꣄,ஆட்2
ꢥꣁꢮ꣄,நொவ்
ꢣꢾꢱ꣄,தெ3ஸ்
ꢮꢶꢒ꣄ꢫꢵꢬ꣄,விக்யார்
ꢨꢵꢬ꣄,பா3ர்
ꢡꢿꢬ꣄,தேர்
ꢗꣁꢮꢣ꣄,சொவ்த்3
ꢧꢥ꣄ꢣꢬ꣄,ப2ந்த3ர்
ꢱꣁꢮꢳ꣄,ஸொவள்
ꢱꢡ꣄ꢡꢬ꣄,ஸத்தர்
ꢂꢝꢵꢬ꣄,அடா2ர்
ꢏꢒ꣄ꢥꢷꢱ꣄,ஒக்நீஸ்
ꢮꢷꢱ꣄,வீஸ்
ꢡꢷꢱ꣄,தீஸ்
ꢣꢷꢒꢳꢡꢷꢱ꣄,தீ3களதீஸ்
ꢗꢳꢶꢱ꣄,சளிஸ்
ꢢꢷꢥ꣄ꢒꢳ ꢗꢳꢶꢱ꣄,தீ2ந்களசளிஸ்
ꢦꣁꢥ꣄ꢥꢵꢱ꣄,பொந்நாஸ்
ꢗꢵꢬ꣄ꢒꢳ ꢦꣁꢥ꣄ꢥꢵꢱ꣄,சார்கள பொந்நாஸ்
ꢱꢵꢜ꣄,ஸாட்
ꢦꢵꢛ꣄ꢗꢳ ꢱꢵꢜ꣄,பாஞ்சளஸாட்
ꢱꢷꢬ꣄,ஸீர்
ꢱꣂꢒꢳ ꢱꢷꢬ꣄,ஸோகளஸீர்
ꢂꢱꢶ,அஸி
ꢱꢵꢡ꣄ꢒꢳ ꢂꢱꢶ,ஸாத்களஅஸி
ꢥꢮꢡ꣄,நவத்
ꢃꢜ꣄ꢒꢳ ꢥꢮꢡ꣄,ஆட்களநவத்
ꢥꣁꢮ꣄ꢮꢳ ꢥꢮꢡ꣄,நொவ்வளநவத்
