cinggatte,"(Monkey) Squealing, Whooping, Screeching, Screaming, Chatteingr, Howling"
kilubilaaT,"(Sparrow, Rat) Chirping, Squeaking"
hupatte,(Hen) Jumping
kosatte,(Cow) Goring
khuNTatte,(Lion) Grasping
veet,Street
mukku,Street Corner
sendu,"Lane, Alley"
avDo,Cross
vilaas,Address
ghEr,House
gheraavartu,Household matters
moolastaano,"Foundation, Base"
aDudaLo,"Foundation, Base"
aDughEr,Basement
ghErdaar,House property
bhavanam,Building
viddenu ghEr,Apartment
sentovasas,Colony
apulghEr,Home
ghommo,"Inside the house, In the house"
sejja,Neighbor
daar,"Threshold, Door step"
dhaTo,"Threshold, Doorway"
humbro,"Threshold, Doorway"
daarukavaaD,Gate
soDumunjjo,Sweeping the front yard
muggu,"Vintage Line, Kolam"
hoLTo,"Village style Veranda, Porch"
hollohoLTo,Upper Porch
dampuro,"Threshold, Position"
darumburo,Threshold
nelu,Threshold door
daarumiTTo,Doorstep
phaavu,Narrow passage between the entrance and the living room
akrophaavu,Narrow passage between the entrance and the living room
nevDo,"Corridor, Hallway"
bharaaDu nevDo,Veranda
khoTTo,Hall
kase,Room
humbhro,Room
tauram,Room
hovri,Room
nhennahovri,Small room
pujaahovri,Prayer room
handav tauram,Kitchen
jemariyo tauram,Dining room
snaanukhoTTo,Bathroom
ssayanukhoTTo,Bedroom
vasanukhoTTo,Livingroom
kaamira,Window
viDi,Window
viDikavaaT,Window panes
mhoDoviDi,French window
poshaan,"Corridor, Eave, Sidewalk"
aino,Courtyard
hoDaar,Courtyard
bhittarhoTaaru,Inner courtyard
malo,Toilet
toombo,"Gutter, Drainage"
rENis,"Gutter, Drainage"
jeLjaar,"Gutter, Drainage"
kavlo,"Sewage, Drainage, Canal"
bheet,Wall
bhitti,Foundation of wall
kavaaD,Door
kavaaDukheelu,Door latch
kavaaDu ghiNinggaaT,"Doorbell, Calling bell"
kheeL,"Door Lock, Latch"
beek,Lock
pooT,Lock
bikaat,Key
biyaat,Key
bee,Key
kilnaassErpaNi,Key bunch
ghErupoTLo,House Roof
ghovlo,"Dovecote, A Gable in the wall"
khabiri,Roof Tiles
khapuro,"Roof Tile, Shell"
umbro,Corner
umbraakhapuro,Corner Tiles
heepu,Floor
sauratte,"To spread, To coat"
poLTo,Roof
puLTo,Roof
siko,Hanging butter pot
uncobheetu,Ceiling
agasuTi,Roof glass
akaasviDi,Roof glass
nittokhaambu,Vertical Pillar
mukuT,"Ridge, Roof ridge, Crest"
savno,"Stairs, Staircase"
merkkaNi,"Stairs, Staircase"
vidde,Storey
huDo vidde,Terrace
vidde nevDo,Balcony
haatubheetu,Parapet
aLTo,"Loft, Attic"
keTTul,Cot
monjce,Cot
gavDi,Bed
sauti,Bed
jengkaLam,Bedsheet
boryo,Mat
cabo,Mat
teLkaT,Pillow
hubro,Pillow
cauno,(Pillow) Cover
oro,(Pillow) Cover
gauDi,"Mattress, Bolster pillow"
reTTu,Blanket
kambuLo,Wool Blanket
dhuLaadooLi,Cobweb
dhooLi,Cobweb
jejju,"Dust, Garbage, Trash, Waste"
olatte,"Leaking, Seeping"
oLen,Rain water gutter
ghErkaav,"Housewarming, House warming, Moving to a new house"
baDkE,Rent
kaav,Tenancy
gherkeri,"House owner, Landlord"
kaavkeri,Tenant
vaasu,Resident
cunneaa,Lime
cunneaa hanatte,Whitewash with Lime
viDge,Brick
viTkiN,Brick
heepuviDge,Floor Brick
laan,Garden
jeen,Garden
doraTTi,Fruit Picker
vaaDi,Fence
taTTi,Palm leaf fence
bhandini kaam,Construction work
heer,Well
ghiraaheeru,Deep Well
heerunako,"Well Ring, Well casing"
oro,"Well Ring, Well casing"
rheDo,Pulley of Well
padarkiLi,Multi-pointed hook
padaalkuDi,Multi-pointed hook
settar,"Inn, Choultry, Free resting place"
kuTi,"Hut, Cottage, Shed"
paruNDaa ghEr,Cottage house
phuDko,Dilapidated
ivatte,Reading
uclatte,Pulling
uNatte,"Immersing, Plunging"
onjcatte,"Cheating, Deceiving"
ovatte,Carrying the load
khanatte,Digging
kamplatte,"Shivering, Trembling, Quivering"
gilatte,"Swallowing, Gulping"
kunggatte,"Shrinking, Contracting"
kushatte,Ploughing
tangkatte,"Shrinking, Contracting"
taratte,Jumping
usulatte,Jumping
jinggatte,"Leap, Long jump"
tiratte,Swimming
tivulatte,"Saving, Protecting"
durlatte,"Losing, Getting defeat"
dhuvatte,Washing
dhunvatte,Shaking off
tuvatte,Grievance Redressing
telatte,Floating
dheratte,Catching
tomatte,Liking
thaukatte,Knocking
nudatte,Pushing
nuvatte,"Praising, Appreciating, Admiring"
phulatte,Blossoming
bhunjjatte,"Frying, Roasting"
pullatte,Floating
pusatte,Asking
pondulatte,"Suffering, Enduring"
pontulatte,Competing
mugulatte,"Searching, Seeking"
mudatte,"Rejoicing, Cheering"
yatulatte,Trying
lingkatte,"Beaching, Running aground, Sheltering"
luNTatte,Rolling over
loDatte,"Sweeping, Cleaning up trash"
vasatte,Living
vingkatte,Differing
vauratte,"Blowing, Fanning"
jigatte,"Winning, Conquering"
julatte,Shining
stuti kerattE,"Praising, Appreciating"
sramo khaLLatte,Working hard
saan dheratte,"Polishing, Sharpening"
singkulatte,"Doubting, Suspicion"
sinjjatte,Spraying
siTatte,Worshipping
silgulatte,"Praising, Appreciating"
somatte,Tolerating
sommatte,Forgiving
ssilgatte,"Praising, Appreciating"
hugDatte,Opening
tooLiko,(Painting) Brush
sommar hannav,"Advance, Advance payment, Down payment"
phaLcaa phOL,"Aftermath, Consequence"
thaam dE,Allow
anumati dE,Allow
sarvo ssaktimaan,Almighty
ghOshano kEr,Announce
ghOshano,Announcement
nigiLni,"Ascent, Rise"
arkyaar deni,Authorization
varji,Avoid
varjini,Avoidance
varjatte,Avoiding
kaLaNi,Awareness
janlini,Awareness
khudaa rokDo,Bail
bandi,"Ban, Prohibit"
krooro,"Barbaric, Brutal, Cruel, Wild"
drOh kEr,Betray
drOh keratte,Betrayal
doorsani,Binaculars
naagungkuppo,"Booger, Dried Mucus from nose"
lanjco,"Bribe, Pay-off, Kickback"
lOsuyantru,Camera
moraNu daNDo,"Capital punishment, Death penalty"
bhittar hinggaDni,Charge
serkka saa,Check
mukhya phovno,Chief guest
calcitrussaalo,Cinema Theater
paridhi,"Circumference, Periphery"
uccasthiti,"Climax, Culmination, Apex"
hollaa cokkaay,Coat
cerni,"Collection, Conjunction"
cerccini,"Collection, Connection, Annexture"
"kaavjani, kaavjani kEr","Colonize, Immigration, Immigrate"
saamaanyokan,"Commonly, Usually, Normally, Simply"
saantvano,"Consolation, Solace"
"lagini, desini","Contact, In touch"
arkyaar kerni,Controlling
movjini,"Count, Measurement"
handav peeTho,"Countertop, Worktop"
saujanyam,Courtesy
"haatukalaa, haatukalaa vastun",Craft
khanipenin,Cuisine
sahaavupolko,Dashboard
paribhaashit kEr,Define
varNano,Description
bOlcaal,Dialect
karmishTho,"Diligent, Perseverance"
karmishThokan,Diligently
parimaaN,Dimension
bharaaT dhaDDini,Discharge
paramaanando,Ecstasy
ssramo nhaatto,Effortless
cuTToor sthiti,"Environment, Surroundings"
"mOl tagini, mOl tagatte","Evaluation, Appraise"
oNToNTe vaaL,"Every time, Each Time, Each and Every Time"
asaadhaaraNam hoye,Exceptional
bharaaT kaLaaT,Express
tOnu bhaavano,Expression
pradarssano,"Fair, Exhibition"
sunduru paLo,Fleet
boNDinu jedo,Fleet
khELu praamo kEr,Flirt
khaTaa poLi,Fork
khobaTnhaatto,Frank
mitruppanhoye,Friendly
geDDo bhandaye,Frozen
gushTi gOshTu,Garage
ghoramkan saa,"Gaze, Gazing, Stare, Staring"
krutanjo,"Gratitude, Grateful"
karko povs,Hail
naayako,Hero
likkini khaaL,Hide and Seek
donggaru vasasthalo,Hill station
aadarsso,"Ideal, Perfect"
prabhaav,"Impact, Influence"
monnum poDaaT,Impress
prOtsano,Incentive
svatantro dinnu,Independence day
samstho,Institute
samsthaapano,"Institution, Organization"
abhiraksho,Insurance
veDee hoye,Interesting
"malli, cantiriko",Jasmine
nEto,Leader
nEtruppan,Leadership
sanjcito,Link
seddu guNNi,Loudspeaker
sukhaanuppan hoye,Luxurious
sukhaanuppan,Luxury
montur,Magic
motturunjjatteno,Magician
haatukerni,Manually
vipaNi kerni,Marketing
mushTi maithunam,Masturbate
maatro,"Measure, Quantity"
"paaraa, paadaressu","Mercury (Metal), Mercury Planet"
aNusani,Microsope
vilaap,"Moan, Wail, Lamentation"
monnusthiti,"Mood, Mindset"
svadEssi,Native
gaamkeri,Native
mooL dEss,"Native Country, Own Country"
paasso,Noose
maithunaanando,Orgasm
bhori luccaatte,Overflow
bhori dhamatte,Overflow
bobLi poLLo,Papaya
rokDo deni,"Payout, Payment"
hannav bhandini,"Payout, Payment"
ssikhar,"Peak, Summit"
nallikeri,Plumber
calnitadi,Practical
sommar soocano,Precaution
sammaan,"Prize, Reward"
pratiphOL,"Prize, Reward"
unjco kerni,Promote
samasto menkyaan,Public
daNDo,"Punishment, Penalty, Fine"
takshaNa pusini,Quiz
argho,Rate
phirivavratte,"Recycle, Reuse"
duhkhu tiraTni,Relief
apulraajya dinnu,Republic day
"javaap sanggunaar, javaapdaari",Responsible
phirisani,Review
caki menik,Robot
jatu,Rubber
tyaag,Sacrifice
svaarthi,Selfish
teevro,Serious
teevrokan,Seriously
teevrappan,Seriousness
vastun khaDatte,Shopping
taDi jaa,"Skip, Pass on"
kerunggaT,Solution
doLo ukkattisaa,"Spectacular, Eye-catching"
sanggini,Statement
door rhaa,Stay away
oNTTE boTTaam sive cokkaay cellaDam,Suit
ceDaav orgu,"Superior Class, Classy"
cuTToor sEtte,Surrounding
gEgur,Surrounding
akaassusani,Telescope
naTkamussaalo,"Theater, Theatre"
vilaapu geet,"Threnody, Lament"
spaTiko hoye,Transparent
balTi haan,Tumble
julaan,Twins
Ekam hoye,Unique
serkkahoye,"Valid, Exact, Right, Accurate"
mooLyo,"Value, Worth"
vattaa bhaNDaar,Vocabulary
ghaam poDni,Vulnerability
ghaam poDattiso,Vulnerable
aapadsoocano,"Warning, Caution"
monturu vidyo,Witchcraft
udyOk,Profession
udyOkkeri,Industrialist
bhiyaar,Business
bhiyaarsaar,Business
bhiyaarsaarkeri,Businessman
silmo,"Labor, Work"
ssramo,"Labor, Work"
aarjjano,"Labor, Work"
kaam,"Work, Job"
kaamhOr,"Busy, Occupied, On the job"
kartav,Duty
kare,Duty
kare,"Activity, Deed"
karneeku,"To action, To work"
padavi,"Post, Position"
karag,Busy
nanggunaar,Farmer
junnaar,Farmer
arkyaari,Officer
oydu,Doctor
granta karttaa,Author
gushunaar,Publisher
thaNaitu,Police
banroot,Police
rakshako,"Guard, Guardian, Warden, Protector"
vakkeel,Lawyer
purEtu,Priest
purOhito,Priest
nipuNeaa,"Expert, Master"
majoomdaar,Record Keeper
lipikaar,Record Clerk
lhekhkayt,Accountant
denikhaTni,"Dealings, Exchange"
lindu,"Dealings, Exchange"
lindunaar,Accountant
simbi,Tailor
sumpi,Tailor
citrakaar,"Painter, Artist"
gauni,Singing
gavnaar,Singer
gaveenu,Singer
kavi,Poet
nacini,Dance
vaujini,Playing musical instrument
handaitu,Cook
khaTTiko,Butcher
kotto,Mason
lauri,Mason
khumbaar,Potter
gollar,"Dairyman, Milkman"
gollar,Cowherd
gavru,Cowherd
gauLo,Cowherd
govLo,Cowherd
covratteno,Shepherd
Tangknaar,Stonemason
sonaaru,Goldsmith
kesaar,Goldsmith
khadi,Black Smith
vingkar,Weaver
hoDait,Carpenter
ghenggan,"Oil Merchant, Oil Trader"
paNait,"Dealer, Trader"
pulindu,"Merchant, Trader"
lindaitu,"Merchant, Trader"
radan,"Lender, Loaner"
rinaitu,Debtor
siguDo,Apprentice
geDe nasatteno,Folk dancer
buDubuDaan,Soothsayer / Pellet drummer
buTubuTuvaan,Soothsayer
kiraatu,"Hunter, Predator"
loobdu,"Hunter, Predator"
poraT,Laundry Man
poLTin,Laundry Woman
usunaar,Bleaching Man
vaiDE,Male Barber
vaiDin,Female Barber
coDDo,Male Thief
coDDi,Female Thief
cungguDo,Friend of the thief
sinnaLi,"Prostitute, Whore"
ssinaaLi,"Prostitute, Whore"
bhodirin,"Prostitute, Whore"
bheDe,"Coolie, Servant, Labour, Labor, Worker"
karaNiko,"Coolie, Servant, Labour, Labor, Worker"
hislo,"Coolie, Servant, Labour, Labor, Worker"
kaamkertto,"Coolie, Servant, Labour, Labor, Worker"
dari,"Servant maid, Maid, Female worker"
sahaavi,"Aide, Helper"
sarkaar,Government
kaaryasaalo,Office
rEm,Department
gaNyun,Respected person
agraasanam,Presidentship
saciv,Minister
amaatyo,Minister
mukhya,"Chief, Principal, Main, Major"
mantri,Minister
mukhyamantri,Chief minister
pradhaanmantri,Prime minister
karakaT,Spokesperson
kaaryadarisi,Secretary
bhimaan,Involvement
duT,"Income, Earnings"
duDu,Earning
duDatte,Earning
doDunjjini,"Income, Earnings"
uclaav,"Income, Earnings"
sramo,"Income, Difficulty"
kisti,Land tax
gampnaar,Tax collector
vasul kernaar,Collector
karaar,"Agreement, Deal"
ssarat,Condition
khaaL,"Game, Sports, Play"
khaLatteno,Player
kheLaaDu,Sportsman
giriDu,Sportsman
khELu pooynj,"Playground, Stadium"
poyal,Ground
pantu maidaan,Race course
pantu,"Competition, Contest, Race, Match"
dhamini giriDu,"Athlete, Sprinter, Runner"
dhamini pantu,Running race
unjco taratte,High jump
lambo taratte,Long jump
ssool visirni,Javelin throw
cekkur visirni,Discus throw
tirni pantu,Swimming Competion
mallayuddho,Wrestling
mushTiyuddho,Boxsing
ceNDu,Ball
paaynjceNDu,Football
haatuceNDu,Volleyball
puDkiceNDu,Basketball
puDkiceNDu maidaan,Basketball court
paaynjceNDu maidaan,Football court
phooluceNDu,Ball Badminton
pinjcheceNDu,Shuttlecock
moTToceNDu,Cricket
moTTo,Cricket Bat
moTToceNDu maidaan,Cricket Ground
bhooynjkhaTTi,Stump
caturanggo,Chess
caturanggo paTTo,Chess board
kristu paiDi,Bishop
ssippaay,Pawn
ghoDaa ssippaay,Knight
vakuNTo laiDo,Hockey
laiDoceNDu,Baseball
ceeDu khaaL,Card game
olaaceNDu,Tennis
mEjoceNDu,Table tennis
miTTini khaaL,Carrom
miTTini polko,Carrom Board
kalo kailo,Black coin
hujaal kailo,White coin
raNi kailo,"Red coin, Queen coin"
miTTi kailo,Striker
polkaa khoLTi,Carrom board pocket
hinno jhirkkini,Skating
keLi jhirkkini,Roller Skating
kabaDi,Kabadi
dhami dhami,Kho kho
paramapatam,Snakes and Ladders
caarpado,Ludo
phaaso,Dice
kovDo,Cowry Shell
dhana bhandini,Betting
paNo,Bet
soodu khaaL,Playing Cards
sasni,Adventure
jeyam,"Success, Victory, Win, Triump, Godspeed"
jeeg,"Success, Victory, Win, Triump, Godspeed"
jigni,"Success, Victory, Win, Triump, Godspeed"
jevunjjini,"Win, Winning, Conquer, Conquest"
jevunjcatte,"Win, Winning, Conquer, Conquest"
jevunjcatteno,Winner
oTni,"Failure , Defeat, Beat , Lost"
oDatte,"Lose, Defeated, Beat"
oDatteno,Loser
divvastaano,Runner up
haat sOT / soDuvo,Abandon
anusaraNo kEr / keruvo,Abide
"giraginjci, giraginjcuvo",Absorb
"jhur, jhuruvo",Absorb
dushprayOg kEr / keruvo,Abuse
"oppiLe, oppuLuvo","Accept, Confess"
senggo jaa / javo,Accompany
saadhyakeri dekkaaT / dekkaDuvo,Achieve
"meeL, miLuvo",Add
anusaraNo kEr / keruvo,Adhere
"desille, desulluvo",Adhere
serkka kEr / keruvo,Adjust
"cET, ceDuvo",Advance
"oppiLe, oppuLuvo","Agree, Confess"
"huttir, hutturuvo",Alight
"haLci, haLcuvo",Analyze
"laav, lavo",Apply
vinjnjaapaneaa kEr / keruvo,Apply
daavo kEr / keruvo,Argue
"sendi, senduvo",Arrange
pajentaya kaam kEr / keruvo,Arrange
avi cEr / ceruvo,Arrive
"maay, mago",Ask
"poos, pusuvo",Ask
"orgi, orguvo",Askew
beduraaT / beduraDuvo,Astonish
"devsi, devsuvo",Attach
"tircci, tirccuvo",Bargain
"uski, uskuvo",Bark
"rhaa, rhavo",Be
"haan, hanuvo","Beat, Attack"
"ssinggaar, ssinggaruvo",Beautify
"bheek maay, bheek mago",Beg
"jEn, jenuvo",Beget
harmpam kEr / keruvo,Begin
"calle, calluvo",Behave
"caltakerle, caltakerluvo",Behave
"nommi, nommuvo",Believe
vakuNTo kEr / keruvo,Bend
"livvi, livvuvo",Bend backwardly
"caav, cavo",Bite
cook sanggi / sangguvo,Blame
"miski, miskuvo",Blink
"phooli, phuluvo",Blossom
"phoov, phuvo",Blow
"tappaaT, tappaDuvo",Boil
"sijjhaaT, sijjaDuvo",Boil it
sivji / sivjuvo,Boil it
puTTo mhoDo kEr / keruvo,Bore
"ushil, ushuluvo",Bounce
"gumpi, gumpuvo",Braid
"mOT, moDuvo",Break
"phOD, phoDuvo","Break, Demolish, Perish"
suvaasam kEr / keruvo,Breathe
"aan, ano, anuvo",Bring
"lEt aan, lEt anuvo",Bring
"manjji, manjjuvo",Brush
"sovNTaaT, sovNDaDuvo",Buckle
"bhandi, bhanduvo",Build
"phuggi, phugguvo",Bulge
"dhikki, dhikkuvo",Bump
"jEL, jeLuvo",Burn
degaar dE / devo,Burp
huDunjji pOT / poDuvo,Burst with irritation
"visi pOT, visi poDuvo",Burst with irritation
"gaaT, gaDuvo",Bury
"khaaT, khaDuvo",Buy
"jeeli aav, jeeli avo",Bye-Bye
lhekko taay / tavo,"Calculate, Estimate"
"bOv, bovo","Call, Invite"
musai,"Can, Could"
raddu kEr / keruvo,Cancel
musunaa,"Cannot, Can not, Can't, Couldn't, Could not"
tevDi dE / devo,"Caress, Stroke gently"
"khalli jaa, khalli javo",Carry
pillaak bolle / bolluvo,Carry
"Tangki, Tangkuvo",Carve
"tEr, dheruvo",Catch
hipbi rhavaaT / rhavaDuvo,Cease
"maaT, maDuvo",Celebrate
"marcci, marccuvo","Change, Replace, Switch on"
"termi, termuvo",Chase
"eccaaT, eccaDuvo",Cheat
"comci, comcuvo",Chew
"coov, cuvo",Chew
"covunjci, covunjcuvo",Chew
"cekki, cekkuvo",Chop
"gusil, gusuluvo",Churn (curd)
"ghaaT, ghaDuvo",Churn (dhal)
suddham kEr / keruvo,Clean
"hinggi, hingguvo",Climb
"jhaay, jhavo",Close
"aTaaT, aTaDuvo",Coagulate
tosko orppi / orppuvo,Comb
"aav, avo",Come
harmpam kEr / keruvo,Commence
"jOv, jovo",Compare
soDi dhEr / dheruvo,Compromise
"yOg kEr, yOg keruvo",Concentrate
calto kEr / keruvo,Conduct
"jevunjci, jevunjcuvo",Conquer
"miLvi, miLvuvo",Consolidate
"seraaT, seraDuvo",Consume
vaTo dE / devo,Contribute
"aNci, aNcuvo",Control
"handi, handuvo",Cook
"nivaaT, nivaDuvo",Cool
"khovli, khovluvo",Cough
"movji, movjuvo","Count, Measure"
"jhaay, jhavo",Cover
"dhikki, dhikkuvo",Crash
ghoNangghoNaay khaaL / khaLuvo,Crawl
srushTi kEr / keruvo,Create
"dhaaro ghaal, dhaaro ghaluvo",Cremate
"langgi, langguvo",Cross over
"daaT, daDuvo",Cross over
"piski, piskuvo",Crush
"neski, neskuvo",Crush
"rOT, roDuvo",Cry
peeku ghaal / ghaluvo,Cultivate
"kaaT, kaDuvo",Cut
"naas, nasuvo",Dance
"eccaaT, eccaDuvo",Deceive
niskaNo kEr / keruvo,Decide
murugan taay / tavo,Decompose
dobbi thOv / thovo,Defer
"naas, nasuvo",Delete
aasto pOT / poDuvo,Desire
rOs / rosuvo,Despise
"naas, nasuvo","Destroy, Demolish, Perish"
"mOr, moruvo",Die
"khaan, khanuvo",Dig
"kovri, keaavruvo",Dig
"booT, buDuvo",Dip (Head)
"buvDi, buvDuvo",Dip
"colli, colluvo",Disperse
"loon, lunuvo",Dissipate
cevDi sOT / soDuvo,Dissuade
"nivri, nivruvo",Distribute equally
himsa kEr / keruvo,Disturb
"kEr, keruvo",Do
"maaT, maDuvo",Do
daan dE / devo,Donate
"mhovli, mhovluvo",Douse
"oTci, oTcuvo",Drain
"nitraaD, nitraDuvo",Drain water
"geer, giruvo",Draw
muggu taay / tavo,Draw Kolam
pani cendi / cenduvo,Draw water
"bijji, bijjuvo",Drench
"phille, philluvo",Dress
puTTo taay / tavo,Drill
"pE, pevo",Drink
"dovDi, dovDuvo",Drive
khaal taay / tavo,Drop
"sukkaaT, sukkaDuvo",Drop
hunggi dhooL / dhuLuvo,Drowse
"doDunjji, doDunjjuvo",Earn
"juDDi, juDDuvo",Earn
"khaa, khavo",Eat
"jEm, jemuvo",Eat
vistaarkan sanggi / sangguvo,Elaborate
harmbam kEr / keruvo,Embark
utsaah kEr / keruvo,"Encourage, Motivate"
"aakraminjci, aakraminjcuvo",Encroach
"pondi, ponduvo",Endure
"segunjcile, segunjculuvo",Endure
"sukkuLinjji, sukkuLinjjuvo",Enjoy
mhoDo kEr / keruvo,Enlarge
"toor, turuvo",Enter
"naas, nasuvo",Erase
"tovunjci, tovunjcuvo",Escape
"pradis, pradisuvo",Establish
"sthaapinjci, sthaapinjcuvo",Establish
"gaNinjci, gaNinjcuvo",Estimate
abhyaas kEr / keruvo,Exercise
"vedursaa, vedursavo",Expect
"ceDvi, ceDvo",Export
hinggaaDu kEr / keruvo,Export
lamba kEr / keruvo,Extend
"mhovli, mhovluvo",Extinguish
"pOD, poDuvo",Fall
"vavri, vavruvo",Fan
"bhandi, bhanduvo",Fasten
khavnam dE / devo,Feed
"khavaaT, kavaDuvo",Feed
"malle, malluvo",Fight
"bhorvi, bhoruvo",Fill
"bhovri, bhovruvo",Fill
"ruppi, ruppuvo",Fill
"oTci, oTcuvo",Filter
"vEL, veLuvo","Filter, Strain"
dekki dEr / dheruvo,"Find, Discover"
"musaaT, musaDuvo",Finish
serkka kEr / keruvo,Fix
"pool, puluvo",Float
"hooD, huDuvo",Fly
"ghiDille, ghiDulluvo",Fold
"monTci, monTcuvo",Fold
anusaraNo kEr / keruvo,Follow
havDan javaLLe / javaLLuvo,Forget
"visraDle, visraDluvo",Forget
"dhakkaaT, dhakkaDuvo","Frighten, Scare, Terrify, Horrify"
"bhunjji, bhunjjuvo",Fry
"induvi, induvo",Fry
"poLTi, poLTuvo",Fry
angkro phuTTi,Germinate
"khalle, khalluvo",Get
praapta kEr / keruvo,"Get, Acquire, Receive, Obtain"
"hooD, huDuvo",Get up
"dE, devo","Give, Pay"
"jhirkki, jhirkkuvo",Glide
cavi kuTko kEr / keruvo,Gnaw
"jaa, javo",Go
"kOs, kosuvo",Gore
"dhEr, dheruvo",Grab
anudaan kEr / keruvo,Grant
abhivaadan kEr / keruvo,Greet
namaskaar kEr / keruvo,Greet
vicaar pOT / poDuvo,Grieve
daat dekkaDi aas / asuvo,Grin
"lubbi, lubbuvo","Grind, Mill"
"vaaT, vaDuvo","Grind, Mill"
"loski, loskuvo",Grind (in mouth)
tevDi saa / savo,Grope
"hOT, hoDuvo",Grow
"hovDi, hovDuvo","Grow, Develop"
anumaan kEr / keruvo,Guess
dee vaTa kEr / keruvo,Halve
"haajjaal, haajjaluvo",Handle
"sovNTaaT, sovNDaDuvo",Hang
lomban sOT / soDuvo,Hang it
"lombi, lombuvo",Hang on
heen kEr / keruvo,Harm
peeku kaaT / kaDuvo,Harvest
"rOs, rosuvo",Hate
"nhavle, nhavluvo",Head bath
aiki / aikuvo,Hear
hunno kEr / keruvo,"Heat it, Toast it"
sahaav kEr / keruvo,Help
"malci, malcuvo",Hesitate
"likkaaT, likkaDuvo","Hide, Conceal"
"likkille, likkulluvo",Hide
baTkyaak khaaT / khaDuvo,Hire
"haan, hanuvo",Hit
unco hinggaaT / hinggaTuvo,Hoist
"dherlo, dherluvo",Hold
nhannago dhunggi / dhungguvo,Hop
"kabille, kabuluvo","Hug, Embrace"
"kaaN, kaNuvo",Hull
kiraat haan / hanuvo,Hunt
"allaaT, allaDuvo",Hurry
"jelaaT, jelaDuvo",Ignite
pET laav / lavo,Ignite
alakshyam kEr / keruvo,Ignore
divo bhovri / bhovruvo,Illuminate
udaaharaN dee ivar kEr / keruvo,Illustrate
kalpano kEr / keruvo,Imagine
sokan caal / caluvo,Imitate
pradaan kEr / keruvo,Impart
amlaat kEr / keruvo,Implement
hutraaDu kEr / keruvo,Import
"tivunjci, tivunjcuvo",Impose
dhyaan uTci / uTcuvo,"Impress, Attract"
bhiLLo kEr / keruvo,Improve
huDi thOv / thovo,Inaugurate
"kaLaaT, kaLaDuvo","Inform, Convey"
suvaasam kEr / keruvo,Inhale
novvo kEr / keruvo,Innovate
"turaaT, turaDuvo",Insert
nirbandham kEr / keruvo,Insist
parissOdhano kEr / keruvo,"Inspect, Explore"
staapitam kEr / keruvo,Install
apamaan kEr / keruvo,Insult
aDDam pOT / poDuvo,Interfere
seemo daDi toor / turuvo,Invade
"kheDi avaaT, kheDi avaDuvo",Irritate
"khavji, gajuvo",Itch
tuNTavatto kEr / keruvo,jabber
aapaddum hutraaT / hutraDuvo,jeopardize
khEl vatto kEr / keruvo,jest
"oNTki, oNTkuvo",jitter
"havli, havluvo",Joggle
"hulpi, hulpuvo",Joggle
"cEr, ceruvo",Join
"cercci, cerccuvo","Join, Annex, Connect"
haasyamuk sanggi / sangguvo,joke
"dhungki, dhungguvo",Jump
nyaav kEr / keruvo,Justify
logutto logutto thOv / thovo,Juxtapose
"thovle, thovluvo","Keep it, Have it"
"laat, laduvo",Kick
"apaharan kEr, keruvo",Kidnap
"maar, maruvo",Kill
"moraaT, moraDuvo",Kill
bucci dE / devo,Kiss
"kusir, kusuruvo",Knead
guDkyaal taay / tavo,Kneel
panggi bees / bisuvo,Kneel
"veen, vinuvo",Knit
"teTTi, teTTuvo",Knock
"kaLaLLe, kaLaLLuvo",Know
"aas, asuvo",Laugh
"ghaal, ghaluvo",Lay
"taay, tavo",Lay
kET lambo kEr / keruvo,Lay down
"geLaaT, geLaDuvo",Leak
"oLaaT, oLaDuvo",Leak
"orgi, orguvo",Lean
paskaT orgi / orguvo,Lean back
bharaaT onggi / ongguvo,Lean out
"sikki, sikkuvo",Learn
"nigiL, niguLuvo",Leave
sOT / soDuvo telle,Leave it
"sOT, soDuvo","Let go, Give up"
jaan sOT / soDuvo,Let it go
dhillo sOT / soTuvo,Let loose
sovDi sOT / soDuvo,Let loose
"caaT, caDuvo",Lick
coDDo vatto kEr / keruvo,Lie
"orgi, orguvo",Lie back
"ninjji, ninjjuvo",Lie down
paaT khaal taay / tavo,Lie down
"tukki, tukkuvo",Lift
"vaav, vavo",Lift up
pillaak bolle / bolluvo,Lift the baby
divo bhovri / bhovruvo,Light it
pirEv pOT / poDuvo,Like
"ayki, aykuvo",Listen
"gaunjci, gaunjcuvo",Listen
"jaaL, jaLuvo",Lit
"jeev, jivo",Live
"beek ghaal, beek ghaluvo",Lock
"saa, savo",Look
"ssaa, ssavo",Look
"OT, oDuvo",Lose out
piraamo pOT / poDuvo,Love
mhoDo kEr / keruvo,Magnify
sanidani kEr / keruvo,Maintain
uru kEr / keruvo,Make
"hovaaT, hovaDuvo",Make
nirvaah kEr / keruvo,Manage
"haajjaal, haajjaluvo",Manipulate
utpatti kEr / keruvo,Manufacture
"naas, nasuvo",Mar
nikku lagaaT / lagaDuvo,Mark
horaaT kerle / kerluvo,Marry
cuvri sOT / cuvri soDuvo,Massage
"jOv, jovo",Measure
"mOv, movo",Measure
"ponjci kEr, keruvo",Mediate
"dekki, dekkuvo",Meet
"meeL, miLuvo",Meet
"vijji, vijjuvo",Melt
mananam kEr / keruvo,"Memorize, Memorise"
oNTEs kEr / keruvo,Merge
"govnDaaT, govnDaDuvo",Mislay
