source,target
ꢦꣂꢜꢸ ꢙꢵꢭꢸ ꢪꢴꢳꢶ,pot'u jaalu mhal'i
ꢦꢥꢶꢪ꣄ꢱꢵꢦ꣄,panimsaap
ꢒꢶꢞꢵ ꢱ꣄ꢢꢶꢡꢶ ꢩꢾꢬ꣄ꢒꢶꢭꢶ,kid'aa sthiti bhe'rkili
ꢨꢾꢱ꣄ꢒꢳꢶ,be'skal'i
ꢡꢶꢪꢶꢖ꣄ꢔꢭ꣄,timingal
ꢡꢶꢪꢶꢮꢵꢱꢶ,timivaasi
ꢮꢶꢒ꣄ꢒꢸ ꢣꢵꢡ꣄,vikku daat
ꢮꢶꢒ꣄ꢔꢸ,vikgu
ꢒꢶꢬ꣄ꢮꢶꢭ꣄,kirvil
ꢔꢶꢰ꣄꣄ꢭꣂ,gishlo
ꢥꢥ꣄ꢱꢵꢦ꣄,nansaap
ꢱꣁꢒ꣄ꢒꢜ꣄ ꢱꢵꢦ꣄,so'kkat' saap
ꢦꢥꢶꢪ꣄ ꢱꢸꢥꣁ,panim suno'
ꢦꢥꢶꢪ ꣄ꢎꢱ꣄ꢡꢸ,panima aistu
ꢥꢶꢳ ꢱꢵꢦ꣄,nil'a saap
ꢦꣁꢞ꣄ꢔꢾ,po'd'ge'
ꢡꣁꢖ꣄ꢔꢬꢸ ꢱꢵꢦ꣄,to'ngaru saap
ꢪꢴꢳꢶ,mhal'i
ꢥꢒ꣄ꢬꢸ,nakru
ꢮꢶꢒ꣄ꢒꢸ,vikku
ꢦꢵꢰꢵꢠꣁ,paashaano'
ꢔꢵꢫ꣄,gaay
ꢩꢾꢠ꣄ꢞꢸ,bhe'nd'u
ꢔꢵꢫ꣄ ꢔꣁꢬꢸꢥ꣄,gaay go'run
ꢦꣁꢡꢸꢭꣁ,po'tulo'
ꢩꢾꢫ꣄ꢱ꣄,bhe'ys
ꢩꢾꢫ꣄ꢱꢸ꣄ ꢦꣁꢡꢸꢭꣁ,bhe'ysu po'tulo'
ꢪꢸꢫꢶ. ꢭꣁꢭ꣄ꢦꢣꢾ,muyi. lo'lpade'
ꢕꢾꢣꢞ꣄,ghe'dad'
ꢣꢸꢞꣁ,dud'o'
ꢮꢵꢱꢬ꣄,vaasar
ꢔꣁꢖ꣄ꢔꢸ,go'ngu
ꢔꣁꢬꢸ,go'ru
ꢕꣁꢞꣁ,gho'd'o'
ꢒꢷꢱ꣄,kees
ꢦꣁꢭꢥ꣄ꢔꢸ,po'langu
ꢮꢥ꣄ꢕꢪꢶ,vanghami
ꢪꢴꢾꢞꢶꢩꢾꢠ꣄ꢞꢸ,mhe'd'ibhe'nd'u
ꢕꢾꢣꢞꢕꣁꢞꣁ꣄,ghe'dad'agho'd'o'
ꢱꢸꢥꣁ,suno'
ꢦꣀꢭ꣄ ꢱꢸꢥꣁ,pail suno'
ꢣꢸꢒ꣄ꢒꢬ꣄,dukkar
ꢪꢛ꣄ꢙꢶꢬꢶ,manjiri
ꢲꢬꢶꢥ꣄,harin
ꢪꢺꢔꣁ,mri'go'
ꢪꢹꢔꢸ,moogu
ꢯꢯꣁ,shasho'
ꢓꢸꢥ꣄ꢣꢾꢭ꣄,khunde'l
ꢦꢵꢭꢥ ꢪꢹꢔꢸ,paalana moogu
ꢒꣁꢗ꣄ꢗꢶ ꢱꢸꢥꣁ,ko'chchi suno'
ꢓꢿꢜꢸꢱꢸꢥꣁ,khet'usuno'
ꢗꢶꢡ꣄ꢬꢪꢸꢫꢶ,chitramuyi
ꢆꢒꣁ,uko'
ꢮꢺꢒꣁ꣄,vri'ko'
ꢔꢖ꣄ꢔꢵꢬꢸ,gangaaru
ꢗꢶꢡ꣄ꢬꢮꢵꢔ꣄,chitravaag
ꢩꢭ꣄ꢭꢸ,bhallu
ꢕꢾꢣꢞ꣄ꢮꢵꢔ꣄,ghe'dad'vaag
ꢮꢥꢪꢛ꣄ꢙꢶꢬꢶ,vanamanjiri
ꢮꢥꢪꢹꢔꢸ,vanamoogu
ꢬꢵꢠꢸ ꢩꢾꢫ꣄ꢱ꣄,raanu bhe'ys
ꢥꢥꢡꢸꢬ꣄꣄ ꢓꣁꢭꣁ,nanatur kho'lo'
ꢄꢱ꣄ꢪ꣄ꢪꣁ,ismmo'
ꢱꢶꢪ꣄ꢲꢸ,simhu
ꢡꢬꢒ꣄ꢰꢹ,tarakshoo
ꢓꣁꢭꣁ,kho'lo'
ꢮꢵꢔ꣄,vaag
ꢪꢾꢥꢶꢒꢸ ꢒꢷꢱ꣄,me'niku kees
ꢓꢞꢵ ꢣꢸꢒ꣄ꢒꢬ꣄,khad'aa dukkar
ꢲꣀꢱ꣄ꢡꢸ,haistu
ꢎꢱ꣄ꢡꢸ,aistu
ꢔꢶꢡꢵ ꢕꣁꢞꣁ,gitaa gho'd'o'
ꢯꢾꢬꢶꢬ꣄,she'rir
ꢤꢸꢮꢥ꣄,dhuvan
ꢤꢸꢮꢥꢸ ꢦꢥꢶ,dhuvanu pani
ꢓꢸꢬꢶ,khuri
ꢓꣁꢬ꣄,kho'r
ꢱꢶꢖ꣄ꢔꢸ,singu
ꢯꢾꢠ꣄,she'n
ꢮꢶꢒ꣄ꢒꢸ ꢣꢵꢣ꣄,vikku daad
ꢮꢶꢒ꣄ꢒꢸꢣꢵꢡ꣄,vikkudaat
ꢱꢾꢬ꣄ꢒꢶ,se'rki
ꢪꢵꢥ꣄ꢣꢸꢓꢿꢱ꣄,maandukhes
ꢦꢾꢠ꣄,pe'n
ꢇꢤꣁ,oodho'
ꢦꣁꢡꢸꢮ꣄,po'tuv
ꢬꣂꢪ꣄,rom
ꢭꣁꢞ꣄ꢞꢶ,lo'd'd'i
ꢭꢵꢫꢪ꣄,laayam
ꢦꢸꢱꢶꢞꢶ,pusid'i
ꢔꣁꢮꢡ꣄,go'vat
ꢬꢵꢠꢸ ꢒꣃꢭꣁ,raanu kaulo'
ꢗꢛ꣄ꢗꢸ,chanchu
ꢪꢸꢱ꣄ꢒꢶꢳꢶ,muskil'i
ꢂꢪ꣄ꢱꣁ,amso'
ꢕꢸꢔꢸ,ghugu
ꢆꢭꢸ,ulu
ꢦꢶꢖ꣄ꢔꢸ,pingu
ꢦꢒ꣄ꢰꢶ ꢔꢹ,pakshi goo
ꢬꢙꢒꣃꢭꣁ,rajakaulo'
ꢔꣃꢬꢶ,gauri
ꢣꢶꢰ꣄ꢳꣁ,dishl'o'
ꢬꢪꣁ,ramo'
ꢒꣁꢒꢶꢭ꣄,ko'kil
ꢗꢶꢞꢶ,chid'i
ꢤꢔꣁ,dhago'
ꢦꢛ꣄ꢙꢶꢬꢶ꣄,panjiri
ꢮꢔꣁ,vago'
ꢄꢭꢶ,ili
ꢘꢸꢭꢶ,chhuli
ꢒꢸꢒꢸꢞꢶ,kukud'i
ꢒꢸꢞꢶ,kud'i
ꢒꢸꢒꢸꢞꢶꢦꢶꢭ꣄ꢭꣁ,kukud'ipillo'
ꢦꢶꢖ꣄ꢒꢸꢞꣁ,pinkud'o'
ꢒꢸꢒꢸꢞꣁ,kukud'o'
ꢃꢞꢶ,aad'i
ꢨꢣꢸꢭꣁ,badulo'
ꢮꢶꢱ꣄ꢡꢮ꣄ ꢒꢸꢞꢶ,vistav kud'i
ꢦꢶꢛ꣄ꢘꢾ,pinchhe'
ꢪꢸꢡꢭꣁ,mutalo'
ꢦꢖ꣄ꢓꢸ,pankhu
ꢒꢸꢒ꣄ꢒꢸꢬꣁ,kukkuro'
ꢕꢵꢬꢸ,ghaaru
ꢦꢒ꣄ꢰꢶ,pakshi
ꢒꣃꢣꢸ,kaudu
ꢒꣁꢒ꣄ꢒꢸꢬ꣄ꢒꣀꢭꣁ,ko'kkurkailo'
ꢨꣀꢭ꣄ ꢒꢸꢞꢶ,bail kud'i
ꢪꢴꣂꢬꢶ,mhori
ꢪꢴꣂꢬ꣄,mhor
ꢪꢴꣂꢬꢸ ꢦꢷꢒ꣄,mhoru peek
ꢙꢵꢞꢸ꣄ ꢜꢖ꣄ꢒꢸ ꢦꢒ꣄ꢰꢶ,jaad'u t'anku pakshi
ꢪꢴꢳꢶ ꢜ꣄ꢖꢒꢸꢥꢵꢬ꣄,mhal'i t'ngakunaar
ꢂꢠ꣄ꢞꣁ,and'o'
ꢱꢬꢶꢒꣁ,sariko'
ꢡꢬꢱ꣄ꢮꢶꢥ꣄,tarasvin
ꢡꢬ꣄ꢦꢒ꣄ꢰꢶ,tarpakshi
ꢩꢵꢬꢙꢶ,bhaaraji
ꢏꢔꢸꢭ꣄,o'gul
ꢲꢣ꣄ꢣꢸ,haddu
ꢂꢬ꣄ꢒ꣄ꢫꢵꢭ꣄,arkyaal
ꢂꢖ꣄ꢒꢾ,anke'
ꢮꢷꢱꢪꢞ꣄ꢜꣁ,veesamad't'o'
ꢡꢶꢮ,tiva
ꢱꢶꢭꢶ,sili
ꢱꢣ꣄ꢣꢸꢮꢶꢱꢪ꣄,sadduvisam
ꢱꢸꢥ꣄ꢫ,sunya
ꢱꢸꢥ꣄ꢥꢸ,sunnu
ꢫꣂꢔ꣄,yog
ꢣꢷ,dee
ꢣꢷꢥꢸ,deenu
ꢗꢵꢬꢸ,chaaru
ꢦꢵꢛ꣄ꢗ꣄,paanch
ꢱꣂ,so
ꢱꢵꢢ꣄,saath
ꢃꢝ꣄,aat'h
ꢥꣁꢮ꣄,no'v
ꢮꢶꢒ꣄ꢫꢵꢬ꣄,vikyaar
ꢨꢵꢬ꣄,baar
ꢡꢿꢬ꣄,ter
ꢗꣁꢮꢣ꣄,cho'vad
ꢧꢥ꣄ꢣꢬ꣄,phandar
ꢱꣁꢮꢳ꣄,so'val'
ꢱꢡ꣄ꢡꢬ꣄,sattar
ꢂꢝꢵꢬ꣄,at'haar
ꢏꢒ꣄ꢥꢷꢱ꣄,o'knees
ꢮꢷꢱ꣄,vees
ꢡꢷꢱ꣄,tees
ꢣꢷꢒꢳꢡꢷꢱ꣄,deekal'atees
ꢗꢳꢶꢱ꣄,chal'is
ꢢꢷꢥ꣄ꢒꢳ ꢗꢳꢶꢱ꣄,theenkal'a chal'is
ꢦꣁꢥ꣄ꢥꢵꢱ꣄,po'nnaas
ꢗꢵꢬ꣄ꢒꢳ ꢦꣁꢥ꣄ꢥꢵꢱ꣄,chaarkal'a po'nnaas
ꢱꢵꢜ꣄,saat'
ꢦꢵꢛ꣄ꢗꢳ ꢱꢵꢜ꣄,paanchal'a saat'
ꢱꢷꢬ꣄,seer
ꢱꣂꢒꢳ ꢱꢷꢬ꣄,sokal'a seer
ꢂꢱꢶ,asi
ꢱꢵꢡ꣄ꢒꢳ ꢂꢱꢶ,saatkal'a asi
ꢥꢮꢡ꣄,navat
ꢃꢜ꣄ꢒꢳ ꢥꢮꢡ꣄,aat'kal'a navat
ꢥꣁꢮ꣄ꢮꢳ ꢥꢮꢡ꣄,no'vval'a navat
ꢫꣂꢒꢭ ꢱꣂꢮꢸ,yokala sovu
ꢣꢷꢒꢳ ꢱꣂꢮꢸ,deekal'a sovu
ꢣꢷꢱꣂꢮꢸ,deesovu
ꢢꢷꢥ꣄ꢱꣂꢮꢸ,theensovu
ꢗꢵꢬ꣄ꢱꣂꢮꢸ,chaarsovu
ꢦꢵꢛ꣄ꢗ꣄ ꢱꣂꢮꢸ,paanch sovu
ꢱꣂ ꢱꣂꢮꢸ,so sovu
ꢱꢵꢡ꣄ ꢱꣂꢮꢸ,saat sovu
ꢃꢝ꣄ꢱꣂꢮꢸ,aat'hsovu
ꢥꣁꢮ꣄ ꢱꣂꢮꢸ,no'v sovu
ꢥꣁꢭ꣄ꢒꢳ ꢥꣁꢮ꣄ꢱꣂꢮꢸ,no'lkal'a no'vsovu
ꢱꢱꢬꢸ,sasaru
ꢣꢷꢒꢳ ꢱꢱꢬꢸ,deekal'a sasaru
ꢮꢷꢱ꣄ꢒꢳ ꢱꢱꢬꢸ,veeskal'a sasaru
ꢣꢷꢱꢵꢬ꣄,deesaar
ꢢꢶꢥ꣄ꢱꢵꢬ꣄,thinsaar
ꢗꢵꢬ꣄ ꢱꢵꢬ꣄,chaar saar
ꢦꢵꢛ꣄ꢗ꣄ ꢱꢱꢬ꣄,paanch sasar
ꢱꣂ ꢱꢵꢱꢬ꣄,so saasar
ꢱꢵꢡ꣄ ꢱꢱꢬ꣄,saat sasar
ꢃꢜ꣄ ꢱꢱꢬ꣄,aat' sasar
ꢥꣁꢮ꣄ ꢱꢱꢬ꣄,no'v sasar
ꢣꢾꢱ꣄ ꢱꢱꢬ꣄,de's sasar
ꢭꢾꢒ꣄ꢒꢸ,le'kku
ꢱꣁꢮꢸ ꢱꢱꢬꢸ,so'vu sasaru
ꢒꣂꢜꢶ,kot'i
ꢏꢠ꣄ꢜꢾ,o'nt'e'
ꢧꣀꢭꣁ,phailo'
ꢧꣀꢭꢵꢪ꣄,phailaam
ꢣꢶꢮ꣄ꢮꣁ,divvo'
ꢣꢶꢮꢫꣁ,divayo'
ꢢꢶꢥ꣄ꢱꢵ,thinsaa
ꢣꢶꢥ꣄ꢮꢫꣁ,dinvayo'
ꢗꢬ꣄ꢭꣁ,charlo'
ꢗꢬ꣄ꢮꢫꣁ,charvayo'
ꢦꢮ꣄ꢛ꣄ꢗꣁ,pavncho'
ꢦꢮ꣄ꢛ꣄ꢗꣁꢫꣁ,pavncho'yo'
ꢱꣁꢮ꣄ꢮꣁ,so'vvo'
ꢱꣁꢮ꣄ꢮꢫꣁ,so'vvayo'
ꢱꢡ꣄ꢭꣁ,satlo'
ꢱꢡ꣄ꢮꢫꣁ,satvayo'
ꢂꢜ꣄ꢮ,at'va
ꢂꢜ꣄ꢮꢫꣁ,at'vayo'
ꢥꣁꢮ꣄ꢮ,no'vva
ꢥꣁꢮ꣄ꢮꢫꣁ,no'vvayo'
ꢣꢾꢱ꣄ꢮꢫꣁ,de'svayo'
ꢤꢬ꣄ꢪ ꢦꢸꢱ꣄ꢡꢮ꣄,dharma pustav
ꢤꢬ꣄ꢪꣁ,dharmo'
ꢱꢸꢮꢡ꣄ꢡꢵꢥ꣄,suvattaan
ꢥꢷꢡꢶ ꢆꢒ꣄ꢡꢶꢥ꣄,neeti uktin
ꢗꣁꢒ꣄ ꢮꢵꢗꢸꢥ꣄,cho'k vaachun
ꢤꢾꢬꢸꢪꢸ ꢮꢡ꣄ꢡꢵꢥ꣄,dhe'rumu vattaan
ꢲꢶꢡ ꢮꢵꢗꢸꢥ꣄,hita vaachun
ꢄꢡꢶꢲꢵꢱ꣄,itihaas
ꢱꢛ꣄ꢗꢭꢥꣁ,sanchalano'
ꢱꢵꢲꢶꢡ꣄ꢫꢱꢵꢱ꣄ꢡꢬ꣄,saahityasaastar
ꢂꢭꢖ꣄ꢒꢵꢬꢸ ꢱꢵꢱ꣄ꢡꢬ꣄,alankaaru saastar
ꢱꢵꢲꢶꢡ꣄ꢫꢸ,saahityu
ꢦ꣄ꢬꢾꢪꣁ,pre'mo'
ꢱꢾꢬ ꢤꢪꢶꢥꢶ,se'ra dhamini
ꢱꢲ ꢦꢭꢵꢫꢥꣁ,saha palaayano'
ꢱꢲ ꢔꢪꢥꣁ,saha gamano'
ꢮ꣄ꢫꢵꢓ꣄ꢫꢵꢥ꣄,vyaakhyaan
ꢮꢗꢥ ꢱꣀꢭꢶ,vachana saili
ꢔꢣ꣄ꢫꣁ,gadyo'
ꢡꢵꢞꢶꢦꢵꢥꢸꢥ꣄,taad'ipaanun
ꢮꢶꢫꢵꢱ꣄,viyaas
ꢣꢾꢮꢸ ꢱ꣄ꢡꢶꢡꢶ,de'vu stiti
ꢱꢶꢣ꣄ꢣꢵꢥ꣄ꢤꢸ ꢱꢣꢱ꣄,siddaandhu sadas
ꢪꢠ꣄ꢞꢭ꣄,mand'al
ꢦ꣄ꢬꢾꢮꢸ ꢙꢶꢮ꣄ꢥꢪ꣄,pre'vu jivnam
ꢤꢾꢬꢸꢪꢸ ꢙꢶꢮ꣄ꢥꢪ꣄,dhe'rumu jivnam
ꢂꢤ꣄ꢫꢵꢫꢸ,adhyaayu
ꢱꢬ꣄ꢔꢸ,sargu
ꢪꢲꢵꢒꢵꢮ꣄ꢫꢸ,mahaakaavyu
ꢦꢶꢬꢵꢪꣁ,piraamo'
ꢦꢬꢷꢡꢶ,pareeti
ꢒꢵꢪꣁ,kaamo'
ꢦꣁꢮꢱꢸ ꢒꢵꢭ꣄,po'vasu kaal
ꢍꢱꢸ ꢮꢵꢜ꣄,esu vaat'
ꢥꢵꢫꢒꢶ,naayaki
ꢥꢵꢫꢒꣁ,naayako'
ꢱꢶꢱꢸꢱꢵꢄꢡ꣄ꢫꢸ,sisusaaityu
ꢦꣁꢱ꣄ꢪꢾ,po'sme'
ꢲꢾꢱ꣄ꢫꢪ꣄,he'syam
ꢥꢵꢗꢸꢮꢵꢥ꣄,naachuvaan
ꢱꢶꢳ꣄ꢳꢵ ꢒꢵꢭ꣄,sil'l'aa kaal
ꢲꢶꢪꢳꣁ,himal'o'
ꢲꢶꢪꢸꢱꢸ ꢒꢵꢭ꣄,himusu kaal
ꢣꢵꢥ꣄,daan
ꢱꢪꢱ꣄ꢢꢵꢥ꣄,samasthaan
ꢱꢪ꣄ꢒ꣄ꢯꢾꢦ꣄,samkshe'p
ꢡꢵꢣꢶ,taadi
ꢡꢵꢜꢶ - ꢦꢵꢥꢸ ꢭꢶꢓꢾꢫꣁ,taat'i - paanu likhe'yo'
ꢦꢣ꣄ꢫꣁ,padyo'
ꢒꢮꢶꢡꢵ ꢬꢷꢡꢶ,kavitaa reeti
ꢯꣀꢮꣁ,shaivo'
ꢯꢶꢮ ꢪꢵꢬ꣄ꢔꢸ,shiva maargu
ꢮꢡ꣄ꢡꢵ ꢂꢬ꣄ꢢꢸ,vattaa arthu
ꢦ꣄ꢬꢱꢖ꣄ꢔꢸ,prasangu
ꢩꢵꢰꢠꣁ,bhaashano'
ꢥꢵꢫꢒꢥ꣄,naayakan
ꢗꢭꢥ꣄ꢒꢵꢭ꣄,chalankaal
ꢗꢭ꣄ꢡꢒꢵꢭ꣄,chaltakaal
ꢱ꣄ꢮ ꢗꢬꢶꢡ꣄ꢬꢸ,sva charitru
ꢂꢭꢔ꣄ ꢔꢷꢡꢸꢥ꣄,alag geetun
ꢣꣂꢰ ꢔꢸꢠ ꢮꢶꢪꢬ꣄ꢱꢠꣁ,dosha guna vimarsano'
ꢱꢥ꣄ꢫꢵꢱꢸ ꢂꢗꢵꢬ꣄,sanyaasu achaar
ꢣꢾꢒ꣄ꢯꢸꢠꢸ ꢮꢬꣁ,de'kshunu varo'
ꢪꢥ꣄ꢣ ꢪꢵꢬꢸꢣꣁ,manda maarudo'
ꢱꢖ꣄ꢒꢭꢥꢒꢬ꣄ꢡꣁ,sankalanakarto'
ꢙꢾꢡꣁ ꢗꢾꢬ꣄ꢗꢸꢥꢵꢬ꣄,je'to' che'rchunaar
ꢱꢪ꣄ꢦꢵꢢꢒꣁ,sampaathako'
ꢮꢬ꣄ꢠꢶ,varni
ꢥꢵꢫꢥ꣄ꢪꢵꢬ꣄,naayanmaar
ꢥꢶꢔꢠ꣄ꢜꢸ,nigant'u
ꢤꢾꢬ꣄ꢪꢸ ꢓꢾꢥꢶ,dhe'rmu khe'ni
ꢥꢷꢡꢶ ꢱꢵꢲꢶꢡ꣄ꢫꢸ,neeti saahityu
ꢗꢡꢵꢨ꣄ꢣꢶꢶ,chataabdii
ꢩꢒ꣄ꢡꢶ ꢪꢵꢬ꣄ꢔꢸ,bhakti maargu
ꢩꢵꢔꢸ,bhaagu
ꢮꢡ꣄ꢡꢵꢥꢸ꣄ ꢂꢬ꣄ꢢꢸ,vattaanu arthu
ꢦꢬꢪꢵꢡ꣄ꢪꣁ,paramaatmo'
ꢩꢮ꣄ꢡꢸꢭ꣄,bhavtul
ꢧꣀꢭꢮꢵꢗꢸ,phailavaachu
ꢦ꣄ꢬꢾꢮꢾꢱꢸ ꢮꢵꢗꢸ,pre've'su vaachu
ꢦꢷꢝꢶꢒꣁ,peet'hiko'
ꢮꢳꢸ ꢬꢵꢠ꣄,val'u raan
ꢂꢭꢔ꣄ꢔꣁ,alaggo'
ꢮꢾꢔꢸꢳꣁ,ve'gul'o'
ꢙꢥꢥꣁ,janano'
ꢙꢾꢥ꣄ꢪꢸ ꢧꣁꢳ꣄,je'nmu pho'l'
ꢥꣁꢮꣁ ꢒꢮꢶꢡꣁ,no'vo' kavito'
ꢥꢮꢷꢥ ꢒꢮꢶꢡꣁ,naveena kavito'
ꢥꢹꢡꢥ ꢒꢮꢶꢡꣁ,nootana kavito'
ꢕꢥꢮꢵꢥ꣄,ghanavaan
ꢦꣁꢰꢒꣁ,po'shako'
ꢦꢸꢬꢵꢠꢸ,puraanu
ꢱꢹꢬꢶ,soori
ꢥꢾꢪ ꢱꣁꢞꢶꢥꢶ,ne'ma so'd'ini
ꢒꣃꢒꢶꢒ꣄,kaukik
ꢂꢪ꣄ꢪꢵꢥ꣄,ammaan
ꢱꢥ꣄ꢣꣁꢰ꣄,sando'sh
ꢘꢥ꣄ꢣꢱ꣄,chhandas
ꢩꢵꢮꢬ꣄ꢢꢸ,bhaavarthu
ꢪꢴꣁꢞꢪ꣄,mho'd'am
ꢦꢵꢬꢪ꣄ꢦꢬ꣄ꢫꣁ,paaramparyo'
ꢦꢷꢔꢸ ꢤꢬꢷꢬ꣄,peegu dhareer
ꢡꢸꢞ꣄ꢫꢵꢥꢸ ꢪꢵꢬ꣄ꢔꢸ,tud'yaanu maargu
ꢂꢮꢡꢵꢬꢶꢒꣁ,avataariko'
ꢡꢷꢥ꣄ꢡꢪꢶꢳꢸ ꢱꢵꢲꢶꢡ꣄ꢫꣁ,teentamil'u saahityo'
ꢪꢹꢭ ꢦꢸꢱ꣄ꢡꢮ꣄,moola pustav
ꢂꢜꢸ ꢦꢸꢱ꣄ꢡꢮ꣄,at'u pustav
ꢮꢥꢵꢥ꣄ꢡꢬꢸ ꢤꢬꢷꢬ꣄,vanaantaru dhareer
ꢪꢸꢥꢶ,muni
ꢔꢥꢤꢥꢮꢵꢥ꣄,ganadhanavaan
ꢆꢡ꣄ꢡꢬꢸ ꢮꢬꣁ,uttaru varo'
ꢲꢶꢪꢮꢬꣁ,himavaro'
ꢧꢾꢮ꣄ꢭꢥꢦꢥ꣄,phe'vlanapan
ꢮꣀꢒꢸꢠ꣄ꢜꢸ,vaikunt'u
ꢦꢬꢪ꣄ꢤꢵꢪ꣄,paramdhaam
ꢮꣀꢰ꣄ꢠꢮ ꢪꢵꢬ꣄ꢔꢸ,vaishnava maargu
ꢂꢯꢬꢷꢬꢶ,ashareeri
ꢣꢵꢱꢸꢥ꣄,daasun
ꢂꢩꢶꢰꢿꢒ꣄,abhishek
ꢂꢬ꣄ꢗꢥꣁ,archano'
ꢂꢮ꣄ꢡꢵꢬ꣄,avtaar
ꢃꢱꢶꢰ꣄,aasish
ꢃꢱꢷꢬ꣄ꢮꢵꢡ꣄,aaseervaat
ꢃꢱ꣄ꢬꢪꣁ,aasramo'
ꢣꢿꢮ꣄,dev
ꢩꢔꢮꢵꢥ꣄,bhagavaan
ꢃꢬꢵꢤꢥꣁ,aaraadhano'
ꢣꢮ꣄ꢬꣁ,davro'
ꢪꢥ꣄ꢣꢶꢬ꣄,mandir
ꢃꢡ꣄ꢪꣁ,aatmo'
ꢃꢱ꣄ꢡꢶꢒ꣄,aastik
ꢡꢸꢞꢶꢫꢵꢥꢸ ꢪꢵꢬ꣄ꢔꢸ,tud'iyaanu maargu
ꢲꢶꢥ꣄ꢣꢸ,hindu
ꢣꢿꢮꢸ ꢩꢒ꣄ꢡꢶ,devu bhakti
ꢣꢾꢮ꣄,de'v
ꢅꢯꣁ,eesho'
ꢅꢯ꣄ꢦꢸꢬꢸ,eeshpuru
ꢲꢸꢠ꣄ꢞꢶ,hund'i
ꢱꣂꢩꢵ ꢫꢵꢡ꣄ꢬꣁ,sobhaa yaatro'
ꢬꢒ꣄ꢰꢸꢥꢵꢬ꣄,rakshunaar
ꢔꢬ꣄ꢩ ꢔ꣄ꢒꢺꢲꢪ꣄,garbha gkri'ham
ꢱꢪꢵꢤꢶ,samaadhi
ꢒꢬ꣄ꢦꢸꢬ꣄,karpur
ꢂꢡ꣄ꢡꢶꢪ꣄ꢨꢸꢬ꣄,attimbur
ꢒꢾꢥ꣄ꢫꢵꢱ꣄ꢡꢶꢬꢷ,ke'nyaastiree
ꢒꢵꢠꢶꢒ꣄ꢒꢿ,kaanikke
ꢒꢵꢮꢶꢮꢱ꣄ꢡꢬ꣄,kaavivastar
ꢒꢶꢬꢸꢱ꣄ꢡꢸ ꢪꢵꢬ꣄ꢔꢸ,kirustu maargu
ꢒꢷꢬ꣄ꢡ꣄ꢡꢥꢵꢥ꣄,keerttanaan
ꢒꢸꢭꢣꢿꢮ꣄,kuladev
ꢣꢸꢮꣁ,duvo'
ꢤ꣄ꢮꢙ ꢱ꣄ꢢꢪ꣄ꢨꢸ,dhvaja sthambu
ꢤꢮ꣄ꢬꣁ,dhavro'
ꢱꢶꢬ꣄ꢒꢥ꣄,sirkan
ꢯ꣄꣄ꢬꢶꢔꢥ꣄ꢤꢸ,shrigandhu
ꢱꢥ꣄ꢫꢵꢱ꣄,sanyaas
ꢱꢥ꣄ꢫꢵꢱꢶꢥꢶ,sanyaasini
ꢱꢪꢠ ꢪꢵꢬ꣄ꢔꢸ,samana maargu
ꢤꢾꢬꢸꢪ꣄,dhe'rum
ꢤꢬ꣄ꢪꢸ,dharmu
ꢱꢵꢣꢸ,saadu
ꢱꢵꢨꢥꣁ,saabano'
ꢂꢩꢶꢱꢵꢦ꣄,abhisaap
ꢱꢶꢡ꣄ꢡꢬ꣄,sittar
ꢱꢶꢭꢸꢮꣁ,siluvo'
ꢱꢶꢭꣁ,silo'
ꢱꢶꢭ꣄ꢨꣁ,silbo'
ꢯꢶꢶꢮꣁ,shiivo'
ꢥꢴꢥ꣄ ꢣꢿꢮ꣄,nhan dev
ꢔꢵꢪꢸ ꢣꢿꢮ꣄,gaamu dev
ꢱꢶꢰ꣄ꢫꢵꢥ꣄,sishyaan
ꢬꢸꢣ꣄ꢬꢦꢹꢪꢶ,rudrapoomi
ꢱꢸꢱꢥ꣄ꢣꢾꢱꢸꢥ꣄,susande'sun
ꢱꣀꢮꢪ꣄,saivam
ꢱ꣄ꢮꢬ꣄ꢔꢸ,svargu
ꢛꢵꢥ ꢱ꣄ꢥꢵꢥ꣄,nyaana snaan
ꢡꢦꢱ꣄,tapas
ꢦꣁꢳ꣄ꢳꢶ ꢮꢵꢱꢭ꣄,po'l'l'i vaasal
ꢤꢬ꣄ꢪꢒꢬ꣄ꢡꣁ,dharmakarto'
ꢥ꣄ꢫꢵꢱꢶ,nyaasi
ꢱꢸꢦ꣄ꢬꢩꢵꢡꢸꢪ꣄ ꢣꢾꢮꢸꢒ꣄ ꢲꢸꢞꢞ꣄ꢥꢶ,suprabhaatum de'vuk hud'ad'ni
ꢯ꣄꣄ꢬꢷ ꢦꢵꢣꢪ꣄,shree paadam
ꢱꢪꢵꢬꢵꢤꢥꣁ,samaaraadhano'
ꢣꢱꢭ꣄,dasal
ꢤꢮ꣄ꢬꢵ ꢆꢡ꣄ꢱꢮꢸ,dhavraa utsavu
ꢣꢷꢦꢵꢬꢵꢡꢥꣁ,deepaaraatano'
ꢣꢷꢬ꣄ꢔꢣꢬ꣄ꢱꢶ,deergadarsi
ꢡꢷꢬ꣄ꢢꢸ,teerthu
ꢦ꣄ꢬꢱꢵꢣ꣄,prasaad
ꢨꢥ꣄ꢤꢪ꣄,bandham
ꢪꢾꢞꢵꢡ꣄ꢪꣁ,me'd'aatmo'
