ꢭꢵꢫꢪ꣄,stable
ꢦꢹꢱ꣄,tail
ꢦꢸꢱꢶꢞꢶ,tail
ꢔꣁꢮꢡ꣄,hay given as fodder to animals
ꢬꢵꢠꢸ ꢒꣃꢭꣁ,raven
ꢗꢛ꣄ꢗꢸ,beak
ꢪꢸꢱ꣄ꢒꢶꢳꢶ,beak
ꢂꢪ꣄ꢱꣁ,swan
ꢕꢸꢔꢸ,owl
ꢆꢭꢸ,owl
ꢦꢶꢖ꣄ꢔꢸ,feather
ꢦꢷꢦ꣄,feather
ꢦꢒ꣄ꢰꢶ ꢔꢹ,bird’sdropping
ꢬꢙꢒꣃꢭꣁ,king crow
ꢔꣃꢬꢶ,partidge
ꢣꢶꢰ꣄ꢳꣁ,eagle
ꢒꣃꢭꣁ,crow
ꢬꢪꣁ,parrot
ꢒꣁꢒꢶꢭ꣄,cuckoo
ꢗꢶꢞꢶ,sparrow
ꢤꢔꣁ,owl
ꢦꢛ꣄ꢙꢶꢬꢶ꣄,nest
ꢥꢷꢞꣁ,nest
ꢮꢔꣁ,crane
ꢄꢭꢶ,crest of cock
ꢘꢸꢭꢶ,crest of cock
ꢒꢸꢒꢸꢞꢶ,hen
ꢒꢸꢞꢶ,hen
ꢒꢸꢒꢸꢞꢶꢦꢶꢭ꣄ꢭꣁ,chicken
ꢦꢶꢖ꣄ꢒꢸꢞꣁ,wing
ꢒꢸꢒꢸꢞꣁ,cock
ꢒꢸꢞꣁ,cock
ꢃꢞꢶ,duck
ꢨꢣꢸꢭꣁ,duck
ꢮꢶꢱ꣄ꢡꢮ꣄ ꢒꢸꢞꢶ,ostrich
ꢦꢶꢛ꣄ꢘꢾ,Plume of peacock
ꢪꢸꢡꢭꣁ,Plume of peacock
ꢦꢖ꣄ꢓꢸ,Plume of peacock
ꢒꢸꢒ꣄ꢒꢸꢬꣁ,crane
ꢕꢵꢬꢸ,kite
ꢦꢒ꣄ꢰꢶ,bird
ꢒꣃꢣꢸ,pigeon
ꢒꣁꢒ꣄ꢒꢸꢬ꣄ꢒꣀꢭꣁ,pigeon
ꢨꣀꢭ꣄ ꢒꢸꢞꢶ,hen
ꢪꢴꣂꢬꢶ,pea-hen
ꢪꢴꣂꢬ꣄,pea-cock
ꢪꢴꣂꢬꢸ ꢦꢷꢒ꣄,peacock-feather
ꢙꢵꢞꢸ꣄ ꢜꢖ꣄ꢒꢸ ꢦꢒ꣄ꢰꢶ,wood-pecker
ꢪꢴꢳꢶ ꢜ꣄ꢖꢒꢸꢥꢵꢬ꣄,king fisher
ꢂꢠ꣄ꢞꣁ,egg
ꢱꢬꢶꢒꣁ,myna
ꢡꢬꢱ꣄ꢮꢶꢥ꣄,falcon
ꢡꢬ꣄ꢦꢒ꣄ꢰꢶ,turkey hen
ꢩꢵꢬꢙꢶ,skylark
ꢏꢔꢸꢭ꣄,bat
ꢲꢣ꣄ꢣꢸ,half
ꢂꢬ꣄ꢒ꣄ꢫꢵꢭ꣄,one eight
ꢂꢖ꣄ꢒꢾ,"digit, number"
ꢱꣂꢮꢸ,quarter
ꢒꢳꣁ,1/16 of a measure
ꢮꢷꢱꢪꢞ꣄ꢜꣁ,1/16 of a measure
ꢡꢶꢮ,three-fourth
ꢱꢶꢭꢶ,1/32 of a measure
ꢱꢣ꣄ꢣꢸꢮꢶꢱꢪ꣄,1/32 of a measure
ꢱꢸꢥ꣄ꢫ,zero
ꢱꢸꢥ꣄ꢥꢸ,zero
ꢫꣂꢔ꣄,one
ꢣꢷ,two
ꢣꢷꢥꢸ,three
ꢗꢵꢬꢸ,four
ꢦꢵꢛ꣄ꢗ꣄,five
ꢱꣂ,six
ꢱꢵꢢ꣄,seven
ꢃꢝ꣄,eight
ꢥꣁꢮ꣄,nine
ꢣꢾꢱ꣄,ten
ꢮꢶꢒ꣄ꢫꢵꢬ꣄,eleven
ꢨꢵꢬ꣄,twelve
ꢡꢿꢬ꣄,thirteen
ꢗꣁꢮꢣ꣄,fourteen
ꢧꢥ꣄ꢣꢬ꣄,fifteen
ꢱꣁꢮꢳ꣄,sixteen
ꢱꢡ꣄ꢡꢬ꣄,seventeen
ꢂꢝꢵꢬ꣄,eighteen
ꢏꢒ꣄ꢥꢷꢱ꣄,nineteen
ꢮꢷꢱ꣄,twenty
ꢡꢷꢱ꣄,thirty
ꢣꢷꢒꢳꢡꢷꢱ꣄,thirty two
ꢗꢳꢶꢱ꣄,forty
ꢢꢷꢥ꣄ꢒꢳ ꢗꢳꢶꢱ꣄,forty three
ꢦꣁꢥ꣄ꢥꢵꢱ꣄,fifty
ꢗꢵꢬ꣄ꢒꢳ ꢦꣁꢥ꣄ꢥꢵꢱ꣄,fifty four
ꢱꢵꢜ꣄,sixty
ꢦꢵꢛ꣄ꢗꢳ ꢱꢵꢜ꣄,sixty five
ꢱꢷꢬ꣄,seventy
ꢱꣂꢒꢳ ꢱꢷꢬ꣄,seventy six
ꢂꢱꢶ,eighty
ꢱꢵꢡ꣄ꢒꢳ ꢂꢱꢶ,eighty seven
ꢥꢮꢡ꣄,ninety
ꢃꢜ꣄ꢒꢳ ꢥꢮꢡ꣄,ninety eight
ꢥꣁꢮ꣄ꢮꢳ ꢥꢮꢡ꣄,ninety nine
ꢱꣂꢮꢸ,hundred
ꢫꣂꢒꢭ ꢱꣂꢮꢸ,hundred and one
ꢣꢷꢒꢳ ꢱꣂꢮꢸ,hundred and two
ꢣꢷꢱꣂꢮꢸ,two hundred
ꢢꢷꢥ꣄ꢱꣂꢮꢸ,three hundred
ꢗꢵꢬ꣄ꢱꣂꢮꢸ,four hundred
ꢦꢵꢛ꣄ꢗ꣄ ꢱꣂꢮꢸ,five hundred
ꢱꣂ ꢱꣂꢮꢸ,six hundred
ꢱꢵꢡ꣄ ꢱꣂꢮꢸ,seven hundred
ꢃꢝ꣄ꢱꣂꢮꢸ,eight hundred
ꢥꣁꢮ꣄ ꢱꣂꢮꢸ,nine hundred
ꢥꣁꢭ꣄ꢒꢳ ꢥꣁꢮ꣄ꢱꣂꢮꢸ,nine hundred and nine
ꢱꢱꢬꢸ,thousand
ꢣꢷꢒꢳ ꢱꢱꢬꢸ,thousand and two
ꢮꢷꢱ꣄ꢒꢳ ꢱꢱꢬꢸ,thousand and twenty
ꢣꢷꢱꢵꢬ꣄,two thousand
ꢢꢶꢥ꣄ꢱꢵꢬ꣄,three thousand
ꢗꢵꢬ꣄ ꢱꢵꢬ꣄,four thousand
ꢦꢵꢛ꣄ꢗ꣄ ꢱꢱꢬ꣄,five thousand
ꢱꣂ ꢱꢵꢱꢬ꣄,six thousand
ꢱꢵꢡ꣄ ꢱꢱꢬ꣄,seven thousand
ꢃꢜ꣄ ꢱꢱꢬ꣄,eight thousand
ꢥꣁꢮ꣄ ꢱꢱꢬ꣄,nine thousand
ꢣꢾꢱ꣄ ꢱꢱꢬ꣄,ten thousand
ꢭꢾꢒ꣄ꢒꢸ,one lakh
ꢱꣁꢮꢸ ꢱꢱꢬꢸ,one lakh
ꢒꣂꢜꢶ,crore
ꢏꢠ꣄ꢜꢾ,adjective form of one comes before consonant beginning nouns
ꢏꢠ꣄ꢜꢾ,adjective form of one comes before vowel beginning nouns
ꢧꣀꢭꣁ,first
ꢧꣀꢭꢵꢪ꣄,first
ꢣꢶꢮ꣄ꢮꣁ,second
ꢣꢶꢮꢫꣁ,second
ꢢꢶꢥ꣄ꢱꢵ,third
ꢣꢶꢥ꣄ꢮꢫꣁ,third
ꢗꢬ꣄ꢭꣁ,fourth
ꢗꢬ꣄ꢮꢫꣁ,fourth
ꢦꢮ꣄ꢛ꣄ꢗꣁ,fifth
ꢦꢮ꣄ꢛ꣄ꢗꣁꢫꣁ,fifth
ꢱꣁꢮ꣄ꢮꣁ,sixth
ꢱꣁꢮ꣄ꢮꢫꣁ,sixth
ꢱꢡ꣄ꢭꣁ,seventh
ꢱꢡ꣄ꢮꢫꣁ,seventh
ꢂꢜ꣄ꢮ,eighth
ꢂꢜ꣄ꢮꢫꣁ,eighth
ꢥꣁꢮ꣄ꢮ,nineth
ꢥꣁꢮ꣄ꢮꢫꣁ,nineth
ꢣꢾꢱ꣄,tenth
ꢣꢾꢱ꣄ꢮꢫꣁ,tenth
ꢤꢬ꣄ꢪ ꢦꢸꢱ꣄ꢡꢮ꣄,moral literature
ꢤꢬ꣄ꢪꣁ,moral
ꢱꢸꢮꢡ꣄ꢡꢵꢥ꣄,moral sayings
ꢥꢷꢡꢶ ꢆꢒ꣄ꢡꢶꢥ꣄,moral sayings
ꢗꣁꢒ꣄ ꢮꢵꢗꢸꢥ꣄,moral sayings
ꢤꢾꢬꢸꢪꢸ ꢮꢡ꣄ꢡꢵꢥ꣄,moral sayings
ꢲꢶꢡ ꢮꢵꢗꢸꢥ꣄,moral sayings
ꢄꢡꢶꢲꢵꢱ꣄,epic
ꢱꢛ꣄ꢗꢭꢥꣁ,movement
ꢱꢵꢲꢶꢡ꣄ꢫꢱꢵꢱ꣄ꢡꢬ꣄,literary theory
ꢂꢭꢖ꣄ꢒꢵꢬꢸ ꢱꢵꢱ꣄ꢡꢬ꣄,literary theory
ꢱꢵꢲꢶꢡ꣄ꢫꢸ,literature
ꢦ꣄ꢬꢾꢪꣁ,love
ꢱꢾꢬ ꢤꢪꢶꢥꢶ,elopement
ꢱꢲ ꢦꢭꢵꢫꢥꣁ,elopement
ꢱꢲ ꢔꢪꢥꣁ,elopement
ꢮ꣄ꢫꢵꢓ꣄ꢫꢵꢥ꣄,commentary
ꢮꢗꢥ ꢱꣀꢭꢶ,prose style
ꢔꢣ꣄ꢫꣁ,prose style
ꢡꢵꢞꢶꢦꢵꢥꢸꢥ꣄,palm leaf manuscript
ꢮꢶꢫꢵꢱ꣄,essay
ꢣꢾꢮꢸ ꢱ꣄ꢡꢶꢡꢶ,invocation
ꢱꢶꢣ꣄ꢣꢵꢥ꣄ꢤꢸ ꢱꢣꢱ꣄,seminar
ꢒꢮꢶꢡꣁ,poem
ꢗꢖ꣄ꢔꢪ꣄,academy
ꢪꢠ꣄ꢞꢭ꣄,academy
ꢦ꣄ꢬꢾꢮꢸ ꢙꢶꢮ꣄ꢥꢪ꣄,love life
ꢤꢾꢬꢸꢪꢸ ꢙꢶꢮ꣄ꢥꢪ꣄,chaste life
ꢂꢤ꣄ꢫꢵꢫꢸ,section
ꢱꢬ꣄ꢔꢸ,section
ꢪꢲꢵꢒꢵꢮ꣄ꢫꢸ,epic
ꢦꢶꢬꢵꢪꣁ,love
ꢄꢗ꣄ꢗꣁ,love
ꢃꢱ꣄ꢡꣁ,love
ꢦꢬꢷꢡꢶ,love
ꢒꢵꢪꣁ,love
ꢦꣁꢮꢱꢸ ꢒꢵꢭ꣄,rainy season
ꢍꢱꢸ ꢮꢵꢜ꣄,Christianity
ꢥꢵꢫꢒꢶ,heroine
ꢥꢵꢫꢒꣁ,"leader, hero"
ꢱꢶꢱꢸꢱꢵꢄꢡ꣄ꢫꢸ,children literature
ꢦꣁꢱ꣄ꢪꢾ,foretelling
ꢲꢾꢱ꣄ꢫꢪ꣄,foretelling
ꢥꢵꢗꢸꢮꢵꢥ꣄,dancers
ꢱꢶꢳ꣄ꢳꢵ ꢒꢵꢭ꣄,winter season
ꢲꢶꢪꢳꣁ,winter season
ꢲꢶꢪꢸꢱꢸ ꢒꢵꢭ꣄,winter season
ꢣꢵꢥ꣄,philantrophy
ꢱꢪꢱ꣄ꢢꢵꢥ꣄,academy
ꢱꢪ꣄ꢒ꣄ꢯꢾꢦ꣄,summary
ꢡꢵꢣꢶ,palm leaf manuscript
ꢡꢵꢜꢶ - ꢦꢵꢥꢸ ꢭꢶꢓꢾꢫꣁ,palm leaf manuscript
ꢦꢣ꣄ꢫꣁ,poetry
ꢒꢮꢶꢡꢵ ꢬꢷꢡꢶ,poetry style
ꢯꣀꢮꣁ,saivism
ꢯꢶꢮ ꢪꢵꢬ꣄ꢔꢸ,saivism
ꢮꢡ꣄ꢡꢵ ꢂꢬ꣄ꢢꢸ,word meaning
ꢦ꣄ꢬꢱꢖ꣄ꢔꢸ,speech
ꢩꢵꢰꢠꣁ,speech
ꢥꢵꢫꢒꢥ꣄,hero
ꢗꢭꢥ꣄ꢒꢵꢭ꣄,modern period
ꢗꢭ꣄ꢡꢒꢵꢭ꣄,modern period
ꢱ꣄ꢮ ꢗꢬꢶꢡ꣄ꢬꢸ,autobiography
ꢂꢭꢔ꣄ ꢔꢷꢡꢸꢥ꣄,collection of various poems
ꢕꢾꢬꢸ ꢤꢾꢬꢸꢪ꣄,conduct
ꢣꣂꢰ ꢔꢸꢠ ꢮꢶꢪꢬ꣄ꢱꢠꣁ,criticism
ꢱꢥ꣄ꢫꢵꢱꢸ ꢂꢗꢵꢬ꣄,ascetic life
ꢣꢾꢒ꣄ꢯꢸꢠꢸ ꢮꢬꣁ,wind from south
ꢪꢥ꣄ꢣ ꢪꢵꢬꢸꢣꣁ,wind from south
ꢱꢖ꣄ꢒꢭꢥꢒꢬ꣄ꢡꣁ,compiler/editor
ꢮ꣄ꢫꢵꢱ꣄,compiler/editor
ꢙꢾꢡꣁ ꢗꢾꢬ꣄ꢗꢸꢥꢵꢬ꣄,compiler/editor
ꢱꢪ꣄ꢦꢵꢢꢒꣁ,compiler/editor
ꢮꢬ꣄ꢠꢶ,collection
ꢥꢵꢫꢥ꣄ꢪꢵꢬ꣄,saiva saints
ꢥꢶꢔꢠ꣄ꢜꢸ,dictionary
ꢤꢾꢬ꣄ꢪꢸ ꢓꢾꢥꢶ,moral story
ꢥꢷꢡꢶ ꢱꢵꢲꢶꢡ꣄ꢫꢸ,moral literature
ꢗꢡꢵꢨ꣄ꢣꢶꢶ,century
ꢩꢒ꣄ꢡꢶ ꢪꢵꢬ꣄ꢔꢸ,devotional path
ꢩꢵꢔꢸ,classification
ꢮꢡ꣄ꢡꢵꢥꢸ꣄ ꢂꢬ꣄ꢢꢸ,meaning of words
ꢒꢮꢶꢡꣁ,poetry
ꢦꢬꢪꢵꢡ꣄ꢪꣁ,God
ꢒꢮꢶꢡꣁ,poetry/song
ꢔꢷꢜ꣄,poetry/song
ꢩꢮ꣄ꢡꢸꢭ꣄,singer
ꢧꣀꢭꢮꢵꢗꢸ,preface
ꢦ꣄ꢬꢾꢮꢾꢱꢸ ꢮꢵꢗꢸ,preface
ꢦꢷꢝꢶꢒꣁ,preface
ꢮꢳꢸ ꢬꢵꢠ꣄,desert and its surrounding
ꢂꢭꢔ꣄ꢔꣁ,separation
ꢮꢾꢔꢸꢳꣁ,separation
ꢙꢥꢥꣁ,birth
ꢙꢾꢥ꣄ꢪꢸ ꢧꣁꢳ꣄,meaning of birth
ꢥꣁꢮꣁ ꢒꢮꢶꢡꣁ,modern poetry
ꢥꢮꢷꢥ ꢒꢮꢶꢡꣁ,modern poetry
ꢥꢹꢡꢥ ꢒꢮꢶꢡꣁ,modern poetry
ꢕꢥꢮꢵꢥ꣄,patron
ꢦꣁꢰꢒꣁ,patron
ꢦꢸꢬꢵꢠꢸ,mythology
ꢱꢹꢬꢶ,poet
ꢥꢾꢪ ꢱꣁꢞꢶꢥꢶ,incongruence
ꢒꣃꢒꢶꢒ꣄,worldly life
ꢂꢪ꣄ꢪꢵꢥ꣄,woman
ꢱꢥ꣄ꢣꣁꢰ꣄,theme
ꢘꢥ꣄ꢣꢱ꣄,"prosody, meaning, etc."
ꢂꢬ꣄ꢢꢸ,"prosody, meaning, etc."
ꢩꢵꢮꢬ꣄ꢢꢸ,paraphrase
ꢪꢴꣁꢞꢪ꣄,mutt
ꢦꢵꢬꢪ꣄ꢦꢬ꣄ꢫꣁ,tradition
ꢦꢷꢔꢸ ꢤꢬꢷꢬ꣄,paddy field and its surrounding
ꢱꢪ꣄ꢱ꣄ꢡꢵꢥ꣄,association
ꢡꢸꢞ꣄ꢫꢵꢥꢸ ꢪꢵꢬ꣄ꢔꢸ,Islam
ꢂꢮꢡꢵꢬꢶꢒꣁ,preface
ꢡꢷꢥ꣄ꢡꢪꢶꢳꢸ ꢱꢵꢲꢶꢡ꣄ꢫꣁ,"Tamil prose, Tamil music, and Tamil drama"
ꢪꢹꢭ ꢦꢸꢱ꣄ꢡꢮ꣄,original book
ꢂꢜꢸ ꢦꢸꢱ꣄ꢡꢮ꣄,original book
ꢮꢥꢵꢥ꣄ꢡꢬꢸ ꢤꢬꢷꢬ꣄,forest and its surrounding
ꢪꢸꢥꢶ,saint
ꢔꢥꢤꢥꢮꢵꢥ꣄,philanthropist
ꢆꢡ꣄ꢡꢬꢸ ꢮꢬꣁ,wind from north
ꢲꢶꢪꢮꢬꣁ,wind from north
ꢧꢾꢮ꣄ꢭꢥꢦꢥ꣄,hospitality
ꢮꣀꢒꢸꢠ꣄ꢜꢸ,heaven
ꢦꢬꢪ꣄ꢤꢵꢪ꣄,heaven
ꢮꣀꢰ꣄ꢠꢮ ꢪꢵꢬ꣄ꢔꢸ,Vaisnava cult
ꢂꢯꢬꢷꢬꢶ,celestial voice/ oracle
ꢣꢵꢱꢸꢥ꣄,disciples
ꢂꢩꢶꢰꢿꢒ꣄,"bathing the holy idol with milk, honey, fruit, etc."
ꢂꢬ꣄ꢗꢥꣁ,Worship with chanting
ꢒꢺꢦꣁ,grace
ꢂꢮ꣄ꢡꢵꢬ꣄,incarnation
ꢃꢱꢶꢰ꣄,blessing
ꢃꢱꢷꢬ꣄ꢮꢵꢡ꣄,blessing
ꢃꢱ꣄ꢬꢪꣁ,"hermitage, monastery"
ꢣꢿꢮ꣄,God
ꢩꢔꢮꢵꢥ꣄,God
ꢃꢬꢵꢤꢥꣁ,worship
ꢣꢮ꣄ꢬꣁ,temple
ꢪꢥ꣄ꢣꢶꢬ꣄,temple
ꢃꢡ꣄ꢪꣁ,soul
ꢩꢒ꣄ꢡꢶ ꢪꢵꢬ꣄ꢔꢸ,sprituality
ꢃꢱ꣄ꢡꢶꢒ꣄,theism
ꢡꢸꢞꢶꢫꢵꢥꢸ ꢪꢵꢬ꣄ꢔꢸ,Islam
ꢲꢶꢥ꣄ꢣꢸ,Hindu
ꢣꢿꢮꢸ ꢩꢒ꣄ꢡꢶ,devotion
ꢣꢾꢮ꣄,God
ꢅꢯꣁ,God Shiva
ꢅꢯ꣄ꢦꢸꢬꢸ,God Shiva
ꢲꢸꢠ꣄ꢞꢶ,hundi
ꢱꣂꢩꢵ ꢫꢵꢡ꣄ꢬꣁ,procession of the deity
ꢬꢒ꣄ꢰꢸꢥꢵꢬ꣄,saviour
ꢔꢬ꣄ꢩ ꢔ꣄ꢒꢺꢲꢪ꣄,sanctum sanctorum
ꢱꢪꢵꢤꢶ,graveyard
ꢒꢬ꣄ꢦꢸꢬ꣄,camphor
ꢂꢡ꣄ꢡꢶꢪ꣄ꢨꢸꢬ꣄,camphor
ꢒꢾꢥ꣄ꢫꢵꢱ꣄ꢡꢶꢬꢷ,nun
ꢒꢵꢠꢶꢒ꣄ꢒꢿ,cash/ material offerings to God
ꢒꢵꢮꢶꢮꢱ꣄ꢡꢬ꣄,saffron dress
ꢒꢶꢬꢸꢱ꣄ꢡꢸ ꢪꢵꢬ꣄ꢔꢸ,Christianity
ꢒꢷꢬ꣄ꢡ꣄ꢡꢥꢵꢥ꣄,hymns
ꢒꢸꢭꢣꢿꢮ꣄,family God
ꢣꢸꢮꣁ,a kind of pedestsl lamp
ꢔꢸꢬꢸ,religious teacher
ꢤ꣄ꢮꢙ ꢱ꣄ꢢꢪ꣄ꢨꢸ,flagpost
ꢣꢵꢥ꣄,donation
ꢤꢮ꣄ꢬꣁ,temple
ꢯꢒ꣄ꢡꢶ,Goddess
ꢱꢶꢬ꣄ꢒꢥ꣄,sandal paste
ꢯ꣄꣄ꢬꢶꢔꢥ꣄ꢤꢸ,sandal paste
ꢱꢥ꣄ꢫꢵꢱ꣄,asceticism
ꢱꢥ꣄ꢫꢵꢱꢶ,ascetic
ꢱꢥ꣄ꢫꢵꢱꢶꢥꢶ,ascetic
ꢱꢪꢠ ꢪꢵꢬ꣄ꢔꢸ,Jainism
ꢮꢵꢜ꣄,religion
ꢤꢾꢬꢸꢪ꣄,religion
ꢤꢬ꣄ꢪꢸ,religion
ꢱꢵꢣꢸ,saint
ꢱꢵꢨꢥꣁ,curse
ꢂꢩꢶꢱꢵꢦ꣄,curse
ꢱꢶꢡ꣄ꢡꢬ꣄,saiva saint
ꢱꢶꢭꢸꢮꣁ,cross
ꢱꢶꢭꣁ,statue
ꢱꢶꢭ꣄ꢨꣁ,statue
ꢯꢶꢶꢮꣁ,Lord Shiva
ꢅꢯ꣄ꢦꢸꢬꢸ,Lord Shiva
ꢥꢴꢥ꣄ ꢣꢿꢮ꣄,local deity
ꢔꢵꢪꢸ ꢣꢿꢮ꣄,local deity
ꢱꢶꢰ꣄ꢫꢵꢥ꣄,followers
ꢪꣁꢱ꣄ꢫꢵꢥ꣄,crematorium
ꢬꢸꢣ꣄ꢬꢦꢹꢪꢶ,crematorium
ꢱꢸꢮꢡ꣄ꢡꢵꢥ꣄,gospels
ꢱꢸꢱꢥ꣄ꢣꢾꢱꢸꢥ꣄,gospels
ꢱꣀꢮꢪ꣄,Saivism
ꢱ꣄ꢮꢬ꣄ꢔꢸ,heaven
ꢛꢵꢥ ꢱ꣄ꢥꢵꢥ꣄,baptism
ꢡꢦꢱ꣄,penance
ꢦꣁꢳ꣄ꢳꢶ ꢮꢵꢱꢭ꣄,darga
ꢤꢬ꣄ꢪꢒꢬ꣄ꢡꣁ,trustee
ꢥ꣄ꢫꢵꢱꢶ,trustee
ꢤ꣄ꢫꢵꢥ꣄,meditation
ꢱꢸꢦ꣄ꢬꢩꢵꢡꢸꢪ꣄ ꢣꢾꢮꢸꢒ꣄ ꢲꢸꢞꢞ꣄ꢥꢶ,ceremony to awaken God
ꢯ꣄꣄ꢬꢷ ꢦꢵꢣꢪ꣄,sacred feet
ꢱꢪꢵꢬꢵꢤꢥꣁ,Holy feast
ꢣꢱꢭ꣄,Holy feast
ꢤꢮ꣄ꢬꢵ ꢆꢡ꣄ꢱꢮꢸ,temple festival
ꢣꢷꢦꢵꢬꢵꢡꢥꣁ,worship with lamp
ꢣꢷꢬ꣄ꢔꢣꢬ꣄ꢱꢶ,prophet
ꢡꢷꢬ꣄ꢢꢸ,holy water
ꢦ꣄ꢬꢱꢵꢣ꣄,Food offering
ꢅꢯꣁ,"God, man, bondage"
ꢙꢷꢮ꣄,"God, man, bondage"
ꢨꢥ꣄ꢤꢪ꣄,"God, man, bondage"
ꢦꢬꢪꢵꢡ꣄ꢪꣁ,Over soul
ꢪꢾꢞꢵꢡ꣄ꢪꣁ,Over soul
ꢦꢸꢠ꣄ꢫꢵꢡ꣄ꢪꣁ,holy spirit
ꢣꢠ꣄ꢞꢶ,palanquin
ꢨꣁꢭꢶ,religious sacrifice
ꢨꣁꢭꢶꢦꢷꢟ꣄,place for sacrifice/ altar
ꢦꣁꢳ꣄ꢳꢶ,mosque
ꢦꢵꢦ꣄,sin
ꢦꢵꢦꢶ,sinner
ꢦ꣄ꢬꢒꢵꢬ꣄,corridor of a temple
ꢦ꣄ꢬꢗꢵꢬꢒ꣄,Catechist/ evangelist
ꢦ꣄ꢬꢵꢡ꣄ꢡꢥꣁ,prayer
ꢆꢙ꣄ꢮꢵꢮ꣄,birth
ꢃꢱꢥꣁ,"altar, seat"
ꢦꢸꢠ꣄ꢠꢸ,results of virtuous deeds
ꢦꢸꢙꢬꢶ,temple priest
ꢦꢸꢙꣁ,worship
ꢨꢶꢱꢨ꣄,Bishop
ꢪꢲꢵꢬꢱꢥꣁ,bliss
ꢱꢶꢒ꣄ꢒꢞ꣄ꢠꢵꢬ꣄,pastor
ꢨꢸꢣ꣄ꢤ ꢪꢵꢬ꣄ꢔꢸ,Budhism
ꢪꢲꢵꢥ꣄,great person
ꢪꢝ,monastery
ꢪꢴꣁꢞꢪ꣄,monastery
ꢕꢾꢠ꣄ꢜꣁ,bell
ꢪꣁꢥ꣄ꢡꢸꢬ꣄,sacred words
ꢣꢷ ꢒ꣄ꢰꣁ ꢓꢳ꣄ꢳꢥ꣄ ꢮꢾꢳ꣄꣄ ꢔꢸꢬꢸ ꢱꢖ꣄ꢔꢱ꣄ꢡꢾ ꢪꣁꢥ꣄ꢡꢸꢬ꣄,sacred words
ꢮꢿꢣ꣄,veda
ꢪꢥꢱꢵꢒ꣄ꢰꢶ,conscience
ꢣ꣄ꢬꢵꢮꢶꢞ ꢔ꣄ꢬꢵꢪ꣄ꢫ ꢣꢾꢮ꣄ꢡꣁ,a Dravidian folk deity
ꢪꢾꢬꢶ ꢕꢾꢬ꣄,church
ꢪꢵꢬꢶꢫꢪ꣄ꢪꣁ,a Dravidian folk deity
ꢱꢵꢪꢶꢫꢵꢬꢸꢥ꣄,saints
ꢪꣂꢒ꣄ꢯꢶ,salvation
ꢪꢸꢒ꣄ꢡꢶ,salvation
ꢬꢾꢡ꣄ꢡꢸ,chariot
ꢥꢪꢱ꣄ꢒꢵꢬ꣄,greeting
ꢥꢪꢥꣁ,worship
ꢥꣂꢪ꣄,worship
ꢮꢶꢔ꣄ꢬꢲꢪ꣄,idol
ꢦꢵꢦꢮꢶꢪꣂꢗꢥꣁ,expiation
ꢮꣁꢔꢡ꣄,"fast, vow"
ꢮꢿꢣ꣄,Veda
ꢮꣀꢰ꣄ꢠꢮꢪ꣄,Vaishnavism
ꢙꢾꢦꢪ꣄,prayer
ꢙꢾꢦꢪ꣄,Christian
ꢙꢾꢭꢸꢪ꣄,birth
ꢲꢵꢙꢶ,Muslim pilgrimage who has visited Mecca
ꢲꢙ꣄ꢙꢸ ꢫꢵꢡ꣄ꢬꣁ ꢒꢾꢬꢾꢱ꣄ꢡꢾꢥꣁ,Muslim pilgrimage who has visited Mecca
ꢂꢞ꣄ꢔꢾꢭ꣄,cholker
ꢒꢾꢣꢸꢬꣁ,"hip ornament a close neck ornament,"
ꢮꢱ꣄ꢡꢬ꣄,dress
ꢩꢹꢰꢸ,ornament
ꢱꣁꢪ꣄ꢪꢸ,ornament
ꢗꣁꢮ꣄ꢭꢶ,blouse
ꢧꢾꢭꢸ,shirt
ꢩꣁꢠ꣄ꢠꢪ꣄,ornament
ꢂꢥ꣄ꢡꢬ꣄ꢮꢵꢱ꣄,inner garment
ꢏꢞ꣄ꢞꢶꢫꢠꢪ꣄,waist ornament
ꢂꢞꢸꢗꣁꢮ꣄ꢭꢶ,bra
ꢣꣁꢠꣁ,spectacles /mirror
ꢘꢵꢱ꣄ꢪꣁ,spectacles /mirror
ꢓꢵꢡꢶ,khadi
ꢡꣃꢠꢞ꣄,ear studs
ꢡꢮ꣄ꢠꢣ꣄,ear ring
ꢒꢾꢖ꣄ꢔꢠ꣄,broad bangle
ꢦꢵꢛ꣄ ꢂꢖ꣄ꢔꢬꣁ,pants
ꢒꢸꢖ꣄ꢔꢸꢪ꣄,kumkum
ꢱꢡꢶ,umbrella
ꢦꣁꢖ꣄ꢔꢸꢳꣁ,ear ornament
ꢦꣀꢞꢶ,cap
ꢭꢴꣂꢖ꣄ꢔꢸ,ruby
ꢲꢵꢡꢸꢪꢔꢵ ꢨꣁꢜ꣄ꢞꣁ,handloom cloth
ꢒꢸꢛ꣄ꢙꢪ꣄,sari pleats
ꢒꢾꢣꢸꢬꣁ,waist ornament
ꢗꣀꢪ꣄ꢨꢜ꣄ꢜꢾ,anklet
ꢔꣁꢬ꣄ꢱꢸꢭ꣄,anklet
ꢒꢰ꣄ꢜꢶꢨꣁꢜ꣄ꢜꣁ,loin cloth
ꢔꣁꢪꢾꢣꢒꢪ꣄,sardonyx
ꢂꢖ꣄ꢔ꣄ꢬꣁ,shirt
ꢂꢖ꣄ꢔ꣄ꢬꢵ,shirt pocket
