source,target
ꢱꢪꢵꢤꢶ,கல்லறை
ꢒꢬ꣄ꢦꢸꢬ꣄,கற்பூரம்
ꢂꢡ꣄ꢡꢶꢪ꣄ꢨꢸꢬ꣄,கற்பூரம்
ꢒꢾꢥ꣄ꢫꢵꢱ꣄ꢡꢶꢬꢷ,கன்னியாஸ்திரி
ꢒꢵꢠꢶꢒ꣄ꢒꢿ,காணிக்கை
ꢒꢵꢮꢶꢮꢱ꣄ꢡꢬ꣄,காவியுடை
ꢒꢶꢬꢸꢱ꣄ꢡꢸ ꢪꢵꢬ꣄ꢔꢸ,கிறித்துவம்
ꢒꢷꢬ꣄ꢡ꣄ꢡꢥꢵꢥ꣄,கீர்த்தனைகள்
ꢒꢸꢭꢣꢿꢮ꣄,குடும்ப தெய்வம்
ꢣꢸꢮꣁ,குத்துவிளக்கு
ꢔꢸꢬꢸ,குரு
ꢤ꣄ꢮꢙ ꢱ꣄ꢢꢪ꣄ꢨꢸ,கொடிமரம்
ꢤꢮ꣄ꢬꣁ,கோயில்
ꢱꢶꢬ꣄ꢒꢥ꣄,சந்தனம்
ꢯ꣄꣄ꢬꢶꢔꢥ꣄ꢤꢸ,சந்தனம்
ꢱꢥ꣄ꢫꢵꢱ꣄,சந்நியாசம்
ꢱꢥ꣄ꢫꢵꢱꢶ,சந்நியாசி
ꢱꢥ꣄ꢫꢵꢱꢶꢥꢶ,சந்தியாசினி
ꢱꢪꢠ ꢪꢵꢬ꣄ꢔꢸ,சமணம்
ꢮꢵꢜ꣄,சமயம்
ꢤꢾꢬꢸꢪ꣄,சமயம்
ꢤꢬ꣄ꢪꢸ,சமயம்
ꢱꢵꢣꢸ,சாது
ꢱꢵꢨꢥꣁ,சாபம்
ꢂꢩꢶꢱꢵꢦ꣄,சாபம்
ꢱꢶꢡ꣄ꢡꢬ꣄,சித்தர்
ꢱꢶꢭꢸꢮꣁ,சிலுவை
ꢱꢶꢭꣁ,சிலை
ꢱꢶꢭ꣄ꢨꣁ,சிலை
ꢯꢶꢶꢮꣁ,சிவம்
ꢅꢯ꣄ꢦꢸꢬꢸ,சிவம்
ꢥꢴꢥ꣄ ꢣꢿꢮ꣄,சிறுதெய்வம்
ꢔꢵꢪꢸ ꢣꢿꢮ꣄,சிறுதெய்வம்
ꢱꢶꢰ꣄ꢫꢵꢥ꣄,சீடர்
ꢬꢸꢣ꣄ꢬꢦꢹꢪꢶ,சுடுகாடு
ꢱꢸꢮꢡ꣄ꢡꢵꢥ꣄,சுவிசேஷங்கள்
ꢱꢸꢱꢥ꣄ꢣꢾꢱꢸꢥ꣄,சுவிசேஷங்கள்
ꢱꣀꢮꢪ꣄,சைவம்
ꢱ꣄ꢮꢬ꣄ꢔꢸ,சொர்க்கம்
ꢛꢵꢥ ꢱ꣄ꢥꢵꢥ꣄,ஞானஸ்நானம்
ꢡꢦꢱ꣄,தபசு
ꢦꣁꢳ꣄ꢳꢶ ꢮꢵꢱꢭ꣄,தர்க்கா
ꢤꢬ꣄ꢪꢒꢬ꣄ꢡꣁ,தருமகர்த்தா
ꢥ꣄ꢫꢵꢱꢶ,தருமகர்த்தா
ꢤ꣄ꢫꢵꢥ꣄,தியானம்
ꢱꢸꢦ꣄ꢬꢩꢵꢡꢸꢪ꣄ ꢣꢾꢮꢸꢒ꣄ ꢲꢸꢞꢞ꣄ꢥꢶ,திருப்பள்ளி எழுச்சி
ꢯ꣄꣄ꢬꢷ ꢦꢵꢣꢪ꣄,திருவடி
ꢱꢪꢵꢬꢵꢤꢥꣁ,திருவிருந்து
ꢣꢱꢭ꣄,திருவிருந்து
ꢤꢮ꣄ꢬꢵ ꢆꢡ꣄ꢱꢮꢸ,திருவிழா
ꢣꢷꢦꢵꢬꢵꢡꢥꣁ,தீபாராதனை
ꢣꢷꢬ꣄ꢔꢣꢬ꣄ꢱꢶ,தீர்க்கதரிசி
ꢡꢷꢬ꣄ꢢꢸ,தீர்த்தம்
ꢦ꣄ꢬꢱꢵꢣ꣄,நைவேத்தியம்
ꢅꢯꣁ,"பதி, பசு, பாசம்"
ꢙꢷꢮ꣄,"பதி, பசு, பாசம்"
ꢨꢥ꣄ꢤꢪ꣄,"பதி, பசு, பாசம்"
ꢪꢾꢞꢵꢡ꣄ꢪꣁ,பரம்பொருள்
ꢦꢸꢠ꣄ꢫꢵꢡ꣄ꢪꣁ,பரிசுத்த ஆவி
ꢣꢠ꣄ꢞꢶ,பல்லக்கு
ꢨꣁꢭꢶꢦꢷꢟ꣄,பலிபீடம்
ꢦꣁꢳ꣄ꢳꢶ,பள்ளி
ꢦꢵꢦ꣄,பாபம்
ꢦꢵꢦꢶ,பாவி
ꢦ꣄ꢬꢒꢵꢬ꣄,பிரகாரம்
ꢦ꣄ꢬꢗꢵꢬꢒ꣄,பிரசங்கி /பிரசாரம் செய்பவர்
ꢦ꣄ꢬꢵꢡ꣄ꢡꢥꣁ,பிரார்த்தனை
ꢆꢙ꣄ꢮꢵꢮ꣄,பிறவி
ꢃꢱꢥꣁ,பீடம்
ꢦꢸꢠ꣄ꢠꢸ,புண்ணியம்
ꢦꢸꢙꣁ,பூசை
ꢨꢶꢱꢨ꣄,பேராயர்
ꢪꢲꢵꢬꢱꢥꣁ,பேரின்பம்
ꢱꢶꢒ꣄ꢒꢞ꣄ꢠꢵꢬ꣄,போதகர்
ꢨꢸꢣ꣄ꢤ ꢪꢵꢬ꣄ꢔꢸ,பெளத்தம்
ꢪꢝ,மடம்
ꢪꢴꣁꢞꢪ꣄,மடம்
ꢕꢾꢠ꣄ꢜꣁ,மணி
ꢪꣁꢥ꣄ꢡꢸꢬ꣄,மந்திரம்
ꢣꢷ ꢒ꣄ꢰꣁ ꢓꢳ꣄ꢳꢥ꣄ ꢮꢾꢳ꣄꣄ ꢔꢸꢬꢸ ꢱꢖ꣄ꢔꢱ꣄ꢡꢾ ꢪꣁꢥ꣄ꢡꢸꢬ꣄,மந்திரம்
ꢮꢿꢣ꣄,மறை
ꢪꢥꢱꢵꢒ꣄ꢰꢶ,மனசாட்சி
ꢣ꣄ꢬꢵꢮꢶꢞ ꢔ꣄ꢬꢵꢪ꣄ꢫ ꢣꢾꢮ꣄ꢡꣁ,மாடன்
ꢪꢾꢬꢶ ꢕꢾꢬ꣄,மாதாகோயில்
ꢪꢵꢬꢶꢫꢪ꣄ꢪꣁ,மாரியம்மன்
ꢱꢵꢪꢶꢫꢵꢬꢸꢥ꣄,மெய்யடியார்
ꢪꣂꢒ꣄ꢯꢶ,மோட்சம்
ꢪꢸꢒ꣄ꢡꢶ,மோட்சம்
ꢬꢾꢡ꣄ꢡꢸ,ரதம்
ꢥꢪꢱ꣄ꢒꢵꢬ꣄,வணக்கம்
ꢥꢪꢥꣁ,வழிபாடு
ꢥꣂꢪ꣄,வழிபாடு
ꢮꢶꢔ꣄ꢬꢲꢪ꣄,விக்ரகம்
ꢦꢵꢦꢮꢶꢪꣂꢗꢥꣁ,விமோசனம்
ꢮꣁꢔꢡ꣄,விரதம்
ꢮꢿꢣ꣄,வேதம்
ꢮꣀꢰ꣄ꢠꢮꢪ꣄,வைணவம்
ꢙꢾꢦꢪ꣄,ஜபம்
ꢙꢾꢦꢪ꣄,ஜெபம்
ꢙꢾꢭꢸꢪ꣄,ஜென்மம்
ꢲꢵꢙꢶ,ஹாஜி
ꢲꢙ꣄ꢙꢸ ꢫꢵꢡ꣄ꢬꣁ ꢒꢾꢬꢾꢱ꣄ꢡꢾꢥꣁ,ஹாஜி
ꢂꢞ꣄ꢔꢾꢭ꣄,அட்டியல்
ꢒꢾꢣꢸꢬꣁ,அரைஞாண்
ꢮꢱ꣄ꢡꢬ꣄,ஆடை
ꢩꢹꢰꢸ,ஆபரணம்
ꢱꣁꢪ꣄ꢪꢸ,ஆபரணம்
ꢗꣁꢮ꣄ꢭꢶ,இரவிக்கை
ꢧꢾꢭꢸ,உடுப்பு
ꢩꣁꢠ꣄ꢠꢪ꣄,உருப்படி
ꢂꢥ꣄ꢡꢬ꣄ꢮꢵꢱ꣄,உள்ளாடை
ꢏꢞ꣄ꢞꢶꢫꢠꢪ꣄,ஒட்டியாணம்
ꢂꢞꢸꢗꣁꢮ꣄ꢭꢶ,கச்சை
ꢣꣁꢠꣁ,கண்ணாடி
ꢘꢵꢱ꣄ꢪꣁ,கண்ணாடி
ꢓꢵꢡꢶ,கதர்
ꢡꣃꢠꢞ꣄,கம்மல்
ꢡꢮ꣄ꢠꢣ꣄,காதோலை
ꢒꢾꢖ꣄ꢔꢠ꣄,காப்பு
ꢦꢵꢛ꣄ ꢂꢖ꣄ꢔꢬꣁ,காற்சட்டை
ꢒꢸꢖ꣄ꢔꢸꢪ꣄,குங்குமம்
ꢱꢡꢶ,குடை
ꢦꣁꢖ꣄ꢔꢸꢳꣁ,குண்டலம்
ꢦꣀꢞꢶ,குல்லாய்
ꢭꢴꣂꢖ꣄ꢔꢸ,கெம்பு
ꢲꢵꢡꢸꢪꢔꢵ ꢨꣁꢜ꣄ꢞꣁ,கைத்தறித்துணி
ꢒꢸꢛ꣄ꢙꢪ꣄,கொசுவம்
ꢒꢾꢣꢸꢬꣁ,கொடி
ꢗꣀꢪ꣄ꢨꢜ꣄ꢜꢾ,கொலுசு
ꢔꣁꢬ꣄ꢱꢸꢭ꣄,கொலுசு
ꢒꢰ꣄ꢜꢶꢨꣁꢜ꣄ꢜꣁ,கோமணம்
ꢔꣁꢪꢾꢣꢒꢪ꣄,கோமேதகம்
ꢂꢖ꣄ꢔ꣄ꢬꣁ,சட்டை
ꢂꢖ꣄ꢔ꣄ꢬꢵ,சட்டைப்பை
ꢓꣃꢭ꣄ꢜꢶ,சட்டைப்பை
ꢬꢖ꣄ꢔꢵꢮ꣄,சால்வை
ꢣꣁꢠ꣄ꢞꣁ,சிந்தாமணி
ꢨꢶꢥ꣄ꢣꢸꢭꣁ,சிலம்பு
ꢭꣁꢭꢵꢒ꣄,சுட்டி
ꢪꣁꢛ꣄ꢗꢥꢶ,சுருக்கு
ꢗꢸꢗ꣄ꢗꢸꢪ꣄,செந்தூரம்
ꢦꣃꢱꢸꢭ꣄,செருப்பு
ꢗꢾꢦꢶꢥꢶ,செருப்பு
ꢱꣁꢳꣁ,சேலை
ꢗꣁꢮ꣄ꢳꢶ,சோளி
ꢔꣁꢬ꣄ꢱꢸꢭ꣄,தண்டை
ꢣꢥ꣄ꢡꢸ,தந்தம்
ꢆꢰ꣄ꢠꢶꢰꣁ,தலைக்கட்டு
ꢗꢾꢪ꣄ꢨꢜ꣄ꢜꢾ,தளை
ꢚꢭ꣄ꢚꢭ꣄,தளை
ꢑꢡꣁ,திலகம்
ꢨꣁꢜ꣄ꢜꣁ,துணி
ꢒꢱ꣄ꢥꢶ,துவர்த்து
ꢦꢔꢶꢞꢶ,தொப்பி
ꢡꣃꢠꢜ꣄,தோடு
ꢩꢹꢰꢠ,நகை
ꢥꢶꢭꢣꢾꢫ꣄ꢞ,நீலக்கல்
ꢦꢶꢪ꣄ꢨꢭꢪ꣄,நெற்றிச்சுட்டி
ꢒꣃꢱ꣄,பட்டு
ꢒꣁꢮ꣄ꢯ꣄,பட்டு
ꢪꢬꢔꢡꢪ꣄,பச்சைக்கல்
ꢦꣁꢪ꣄ꢳꣁ,பவளம்
ꢭꣁꢪ꣄ꢨꢞꢪ꣄,பாம்படம்
ꢨꢶꢭꢵꢒ꣄,புல்லாக்கு
ꢦꢸꢰ꣄ꢦꢬꢵꢔꢪ꣄,புஷ்பராகம்
ꢨꣀꢙꢪꢵ,பைஜாமா
ꢦꣃꢒꢳ꣄,மரச்செருப்பு
ꢪꢵꢠꢶꢒ꣄ꢒꢪ꣄,மாணிக்கம்
ꢃꢬꢪ꣄,மாலை
ꢪꢵꢭꢾ,மாலை
ꢮꢶꢛ꣄ꢗꢸ,மிஞ்சி
ꢦꢵꢛꢶꢪꢸꢣ꣄ꢣꢶ,மிஞ்சி
ꢤꣁꢮꢡ꣄,முண்டு
ꢪꣁꢡꢶ,முத்து
ꢪꢸꢒ꣄ꢬꣁ,மூக்குக் கண்ணாடி
ꢘꢵꢱ꣄ꢪꣁ,மூக்குக் கண்ணாடி
ꢪꢸꢒ꣄ꢒꢸꢬ꣄,மூக்குத்தி
ꢪꢸꢣ꣄ꢣꢶ,மோதிரம்
ꢭꣁꢭꢵꢒ꣄,லோலக்கு
ꢒꣀꢥ,வளை
ꢒꣀꢥꣁ,வளையல்
ꢂꢬꢶꢡ꣄ꢯꢪ꣄,வைடூரியம்
ꢚꢸꢖ꣄ꢒꢭ꣄,ஜிமிக்கி
ꢂꢖ꣄ꢔꢶꢞꢶ,அங்காடி
ꢒꢸꢣꢵꢖ꣄ꢔꢶꢞꢶ,அடகுக்கடை
ꢱꢲꢫꣁꢔ꣄,ஆதரவு
ꢃꢣꢵꢮ꣄,ஆதாயம்
ꢌꢥ꣄ꢡꢸꢬ꣄,இயந்திரம்
ꢲꢹꢣꢵꢬ,இரவல்
ꢬꢴꢥꢶ,இருப்பு
ꢔꣁꢱ꣄,இலவசம் / இனாம்
ꢥꢶꢱ꣄ꢱꢸꢭ꣄ꢒꣁ,இலவசம் / இனாம்
ꢲꢸꢡ꣄ꢬꢵꢮ꣄,இறக்குமதி
ꢕꢸꢪ꣄ꢦꢸ,இனம்
ꢔꣂꢱ꣄,இனாம்
ꢆꢡ꣄ꢬꢮꢵꢣ꣄,உத்தரவாதம்
ꢨꢵꢣ꣄ꢫꢮꢵꢥ꣄,உரிமையாளர்
ꢱꢹꢮꢵꢥ꣄ꢣꢵꢬ꣄,உரிமையாளர்
ꢂꢥ꣄ꢡꢬ꣄ꢒꢬꣁ,உள்ளூர்வரி
ꢱꢷꢭ꣄ꢒꢪ꣄,உள்ளூர்வரி
ꢱꢵꢮꢤꢵꢥ꣄,எச்சரிக்கை
ꢌꢭꢪ꣄,ஏலம்
ꢥꢷꢭꢵꢪ꣄,ஏலம்
ꢂꢖ꣄ꢔꢶꢞꢶ,கடை
ꢂꢖ꣄ꢔꢶꢞꢶ ꢒꢾꢬꣁ,கடைக்காரன்
ꢒꢮ꣄ꢭꢶꢥꢶ,கலவை
ꢪꢶꢱ꣄ꢬꢥꣁ,கலவை
ꢣꣁꢨ꣄ꢨꢶꢥꢶ,கழிவு
ꢩꢶꢞ꣄ꢥꢶ,கழிவு
ꢦꢸꢛ꣄ꢙꣁ,கழிவு
ꢒꢦꢶꢥꢶ,கழிவு
ꢏꢠ꣄ꢜ꣄ꢫꣁꢱ꣄ꢪꣁꢭ꣄,கறார்
ꢓꢾꢬꢵꢬꢸꢪꣁꢭ꣄,கறார்
ꢒꢵꢱ꣄,காசு
ꢲꢥ꣄ꢥꢮ꣄,காசு
ꢲꢥ꣄ꢥ꣄ꢮꢸꢦꢡ꣄ꢬꢸ,காசோலை
ꢨꢷꢪꣁ,காப்புறுதி
ꢙꢷꢮꢥꢬꢒ꣄ꢰꣁ,காப்புறுதி
ꢒꢵꢭꢵꢮꢤꢶ,காலாவதி
ꢮꢿꢳꢸ ꢱꢪꢵꢦ꣄ꢡꢶ,காலாவதி
ꢪꢸꢱꢥ꣄ ꢒꢵꢭ꣄,காலாவதி
ꢔꢶꢜ꣄ꢜꢖ꣄ꢔꢶ,கிடங்கு
ꢒꢸꢜꢶꢭꢸ ꢆꢣ꣄ꢫꣂꢔ꣄,குடிசைத் தொழில்
ꢪꢶꢭꢥ꣄ꢮꢞ꣄ꢞꢶ,கூட்டு வட்டி
ꢮꢬ꣄ꢤꢥꢮ꣄ꢬꢸꢣ꣄ꢤꢶ,கூட்டு வட்டி
ꢱꢲꢫꣂꢔꢸ ꢱꢖ꣄ꢕꢸ,கூட்டுறவுச் சங்கம்
ꢲꢵꢡꢸ ꢦꣁꢡꢶ,கையேடு
ꢣꢾꢥꢶꢓꢜ꣄ꢠꢶ,கொடுக்கல் வாங்கல்
ꢱꣁꢖ꣄ꢔꢵꢪꣂꢭ꣄,சகாயவிலை
ꢥ꣄ꢫꢵꢮꢸꢪꣁꢭ꣄,சகாயவிலை
ꢦ꣄ꢬꢡꢶ ꢯꣁꢡ꣄,சதவீதம்
ꢦ꣄ꢬꢡꢶ ꢱꣁꢮꢸ,சதவீதம்
ꢮꢶꢒ꣄ꢒꢥ ꣄ꢢꢵꢪ꣄,சந்தை
ꢱꢪꢵꢥ꣄,சரக்கு
ꢱꢲꢵꢮ꣄,சலுகை
ꢱꢵꢤꢥ꣄,சாதனம்
ꢪꢶꢡꢮꢿꢱꢸꢦꢥ꣄,சிக்கனம்
ꢥꢴꢥ꣄ꢒꢵꢱꢸꢥ꣄,சில்லறை
ꢗꢶꢭ꣄ꢭꢬꢸ ꢩ꣄ꢫꢵꢬ꣄,சில்லறை வியாபாரம்
ꢥꢴꢥ꣄ ꢦꢬꢶꢪꢵꢠꢸ ꢩ꣄ꢫꢵꢬ꣄,சில்லறை வியாபாரம்
ꢮꢶꢯꢿꢰꢸ ꢱꢵꢡ꣄,சிறப்பங்காடி
ꢪꢾꢜ꣄ ꢱꢵꢡ꣄,சிறப்பங்காடி
ꢮꢶꢯꢿꢰꢸ ꢂꢪ꣄ꢱꢸ,சிறப்பம்சம்
ꢥꢴꢥ꣄ꢦꢬꢶꢪꢵꢠꢸ ꢱꢛ꣄ꢗꢫꣁ,சிறுசேமிப்பு
ꢥꢴꢥ꣄ ꢆꢬꢵꢮ꣄,சிறுசேமிப்பு
ꢥꢴꢥ꣄ ꢆꢣ꣄ꢫꣁꢔ꣄,சிறுதொழில்
ꢔꢸꢬ꣄ꢡꢸ,சின்னம்
ꢗꢷꢜꢸ ꢒꢪ꣄ꢦꢾꢥꢶ,சீட்டு நிறுவனம்
ꢗꢷꢜꢸ ꢱ꣄ꢡꢵꢦꢥꣁ,சீட்டு நிறுவனம்
ꢒꢬꢥ꣄ꢒ꣄ꢬꢪꣁ,செய்முறை
ꢮꢾꢱꢸꢥ꣄,செலவினம்
ꢮꢿꢱ꣄,செலவு
ꢭꢴꢾꢓꢵ ꢱꣁꢤꢥꣁ,தணிக்கை
ꢆꢡ꣄ꢦꢡ꣄ꢡꢶꢒꢾꢬ꣄ꢥꢵꢬ꣄ ꢡꢾꢫꢵꢬ꣄ꢒꢾꢬ꣄ꢥꢵꢬ꣄,தயாரிப்பாளர்
ꢆꢡ꣄ꢦꢡ꣄ꢡꢶ,தயாரிப்பு
ꢒꢬ꣄ꢪꢣꢾꢥꢶ,தவணை
ꢆꢣ꣄ꢫꣂꢔꢸ ꢕꢥꣁ,தொழிலகம்/ தொழிற் சாலை
ꢒꢵꢪ꣄ ꢒꢬ꣄ꢡꢵꢥ꣄,தொழிலாளர்
ꢒꢵꢪ꣄ ꢒꢬ꣄ꢡ꣄ꢡꣁ,தொழிலாளி
ꢒꢵꢪ꣄ ꢒꢬ꣄ꢡꢵꢥꢸ ꢱꢖ꣄ꢔꢸ,தொழிற் சங்கம்
ꢒꢵꢗꢮꢵꢥꢵ,தொழிற் சாலை
ꢥꣁꢰ꣄ꢜꢶ,நஷ்டம்
ꢒꢵꢱꢸ ꢨꢶꢭ꣄ꢭꣁ,நாணயம்
ꢥꢶꢒꢬ ꢭꢵꢩ꣄,நிகரலாபம்
ꢲꢠ꣄ꢠꢮ꣄,நிதி
ꢥꢶꢤꢶ,நிதி
ꢥꢶꢤꢶ ꢏꢬ꣄ꢱꢸ,நிதியாண்டு
ꢥꢶꢬ꣄ꢮꢵꢲꢸ ꢒꢵꢬ꣄ꢫꢵꢭꢫꣁ,நிர்வாக அலுவலகம்
ꢓꢞꢱ꣄ꢡꢾꢥꢸ,நுகர்வோர்
ꢮꢮ꣄ꢬꢸꢥꢵꢬ꣄,நுகர்வோர்
ꢥꢸꢔꢸꢥꢵꢬ꣄,நுகர்வோர்
ꢩꢵꢔꢱ꣄ꢢꢬ꣄,பங்காளர்கள்
ꢩꢵꢔ꣄,பங்கு
ꢗꢹꢗꢶ ꢦꢡ꣄ꢬꢸ,பட்டியல்
ꢔꢶꢞ꣄ꢞꢖ꣄ꢔꢶ,பண்டகசாலை
ꢙꢪꢵꢥꢸꢥ꣄,பண்டங்கள்
ꢒꢸꢡꣁ,பணயம்
ꢦꢡ꣄ꢡꢶꢬꢪ꣄,பத்திரம்
ꢦꢡ꣄ꢡꢶꢬꢪꢸ ꢒꢵꢬ꣄ꢫꢭꢫꣁ,பதிவு அலுவலகம்
ꢗꢶꢱ꣄ꢭꣁ,பலசரக்கு
ꢗꢵꢱ꣄ꢭꢵ ꢂꢖ꣄ꢔꢶꢞꢶ,பலசரக்குக் கடை
ꢒꢵꢨꢥ꣄ꢣꢸ,பாதுகாப்பு
ꢩꣁꢠ꣄ꢠꢪꢸꢥ꣄,பொருட்கள்
ꢮꢱ꣄ꢡꢸꢥ꣄,பொருட்கள்
ꢥꢶꢤꢶꢱꢲꢵꢮ꣄,பொருளுதவி
ꢔꢸꢠ꣄ꢠꢸꢲꢷꢥꢸꢮꢱ꣄ꢡꢸꢥ꣄,போலிச்சரக்கு
ꢱꣁꢖ꣄ꢒꣁ,மலிவு
ꢂꢭ꣄ꢦ,மலிவு
ꢩꢬ꣄ꢡꢶꢪꣁ,மாதிரி
ꢯꢿꢰ꣄,மிச்சம் / மீதி
ꢩꢬ꣄ꢡꢶ ꢪꢾꢥꢶꢒ꣄,முகவர்
ꢩꢬ꣄ꢡꢶꢮꢵꢥ꣄,முகவர்
ꢂꢤꢶꢦꢡꢶ,முதலாளி
ꢥꢶꢮꢿꢰꢠꣁ,முதலீடு/ மூலதனம்
ꢪꢹꢭꢸꢤꢥ꣄,முதலீடு/ மூலதனம்
ꢃꢲꢡ꣄,மொத்தம்
ꢂꢱ꣄ꢒꣁ,மொத்தம்
ꢃꢲꢡ꣄ꢩ꣄ꢫꢵꢬ꣄,மொத்த வியாபாரம்
ꢦ꣄ꢬꢵꢦ꣄ꢡꢶꢦꢡ꣄ꢬꢸ,ரசீது
ꢦꢵꢮꢡꢶ,ரசீது
ꢬꢸꢦꢵꢫ꣄,ரூபாய்
ꢬꣁꢒ꣄ꢒꢪ꣄,ரொக்கம்
ꢪꢸꢭ꣄ꢧꢭꢵꢨ꣄,வட்டி
ꢩ꣄ꢫꢵꢬ꣄,வணிகம்
ꢩ꣄ꢫꢵꢬ꣄ꢱꢵꢬ꣄,வணிகம்
ꢮꢠꢶꢙ꣄,வணிகர்
ꢮꢠꢶꢒ꣄,வணிகர்
ꢮꢠꢾ,வணிகர்
ꢩ꣄ꢫꢵꢬꢸꢗꢶꢥ꣄ꢲꢸ,வர்த்தகச் சின்னம்
ꢩ꣄ꢫꢵꢬꢸ ꢪꢸꢣ꣄ꢬꣁ,வர்த்தகச் சின்னம்
ꢮ꣄ꢫꢵꢬ꣄,வர்த்தகம்
ꢥꢶꢤꢶꢡꢔꢶꢥꢶ,வரவு
ꢥꢶꢤꢶꢂꢮ꣄ꢥꢶ,வரவு
ꢙꣁꢞꢸꢪ꣄ꢦꢸꢭ꣄,வருமானம்
ꢱꢪ꣄ꢨꢵꢣꢥꣁ,வருமானம்
ꢓꢞꢾꢪꣁꢭ꣄,வாங்கிய விலை
ꢪꣁꢭ꣄,விலை
ꢮꢶꢮꢬ꣄,விவரம்
ꢦ꣄ꢬꢡꢶ ꢱꣂꢡꢸ,விழுக்காடு
ꢦ꣄ꢬꢡꢶ ꢱꣂꢮꢸ,விழுக்காடு
ꢦ꣄ꢬꢒꢵꢱꢠꣁ,விளம்பரம்
ꢮꢶꢒ꣄ꢬꢫꣁ,விற்பனை
ꢮꢶꢒ꣄ꢒꢶꢥꢶ,விற்பனை
ꢮꢶꢒ꣄ꢒꢥ꣄ꢪꣂꢭ꣄,விற்றவிலை
ꢮꢶꢥꢶꢫꣁꢔ꣄,வினியோகம்
ꢮꢶꢥꢶꢫꣂꢔ꣄ꢒꢾꢬ꣄ꢥꢵꢬꢸꢥ꣄,வினியோகிப்போர்
ꢩꢔ ꣄ꢦꢹꢡꢶꢬ꣄,வீதம்
ꢥꢶꢬ꣄ꢤꢵꢬꢶꢡꢒꢵꢭꢶꢒꢫꣁꢙꢥꣁ,வைப்பு நிதித்திட்டம்
ꢱ꣄ꢢꢶꢬ ꢥꢶꢤꢶ ꢢꣁꢮ꣄ꢥꢶ ꢫꣂꢙꢥꣁ,வைப்பு நிதித்திட்டம்
ꢂꢖ꣄ꢔꢮꢶꢒꢵꢬꢸꢥ꣄,அங்கஹீனம் / உடல் ஊனம்
ꢯꢵꢬꢷꢬꢶꢒ ꢮꢶꢒꢵꢬꢸꢥ꣄,அங்கஹீனம் / உடல் ஊனம்
ꢂꢖ꣄ꢔꢲꢷꢥꢸꢥ꣄,உடல் ஊனமுற்றோர்
ꢥꢹꢥꢯꢬꢷꢬꢶ,உடல் ஊனமுற்றோர்
ꢪꢹꢒꣁ,ஊமை / ஊமையன்
ꢪꢹꢓꣁ,ஊமை / ஊமையன்
ꢪꢹꢒꢶ,ஊமைச்சி
ꢏꢬꣁꢣꣁꢭꣁꢮꢵꢥ꣄,ஓரக் கண்ணன்
ꢏꢬꣁꢣꣁꢭꢶꢮꢵꢥ꣄,ஓரக் கண்ணன்
ꢏꢬꣁꢣꣁꢭꢶ,ஓரக் கண்ணி
ꢗꢾꢮꢸꢜ꣄,காதுகேளாதோர்
ꢌꢞꣁ,காதுகேளாதோர்
ꢂꢒ꣄ꢒꢸꢬꣁ,குட்டை
ꢒꢸꢳ꣄ꢳꣁ,குட்டை
ꢒꢸꢳ꣄ꢳ꣄ꢶ,குட்டைச்சி
ꢂꢒ꣄ꢒꢸꢬꢷ,குட்டைச்சி
ꢂꢥ꣄ꢣꢒꣁ,குருடன்/ விழியிழந்தோர்
ꢔꢸꢜ꣄ꢞꢾ,குருடன்/ விழியிழந்தோர்
ꢔꢸꢞ꣄ꢞꢶ,குருடி
ꢂꢥ꣄ꢣꣁ,குருடு
ꢮꢵꢪꢥꢦꢥ꣄,குள்ளம்
ꢒꢸꢳ꣄ꢳꢦꢥ꣄,குள்ளம்
ꢒꢸꢳ꣄ꢳꣁ,குள்ளன்
ꢮꢵꢪꢥꣁ,குள்ளன்
ꢒꢸꢳ꣄ꢳꢶ,குள்ளி
ꢒꢹꢥ꣄,கூன்
ꢮꢔꢸꢠ꣄ꢜꣁꢣꣂꢠ꣄,கோணவாய்
ꢮꣀꢠ꣄ꢜꢡꣂꢠ꣄,கோணவாய்
ꢌꢞꣁ,செவிடன்
ꢗꢾꢮ꣄ꢞꢶ,செவிடி
ꢗꢾꢮꢸꢜ꣄,செவிடு
ꢡꢡ꣄ꢡꢸꢮꣁ,திக்குவாய்
ꢡꢡ꣄ꢡꢸꢮꢵꢥ꣄,திக்குவாயன்
ꢪꣁꢠ꣄ꢞꢶ,நொண்டி
ꢔꣁꢞ꣄ꢞꣁ,மலடன்
ꢔꣁꢞ꣄ꢞꢸ,மலடி
ꢪꣁꢞꢪ꣄,முடம்
ꢪꣁꢠ꣄ꢞꢶ,முடவன்
ꢥꢵꢒ꣄ ꢒꢜꢫꢾꢱ꣄ꢡꢾꢥꣁ,மூக்கரையன்
ꢪꣁꢞ꣄ꢞꢾ,மொட்டை
ꢪꢸꢠ꣄ꢞꣁ,மொட்டைச்சி
ꢨꣁꢞꢒ꣄,மொட்டைச்சி
ꢪꣁꢜ꣄ꢜꢾ,மொட்டையன்
ꢡꢭꢹꢦꣁꢜ꣄ꢜꢭꢸꢮꢵꢥ꣄,வழுக்கையன்
ꢕꢾꢬꢸꢮ꣄ꢒꢥꢶ,அகங்காரமாக
ꢮꢶꢭꢵꢱ꣄ꢒꢥꢶ,அகலமாக
ꢂꢭꢱꣁꢒꢥꢶ,அசட்டையாக
ꢮꢶꢒꢵꢬ꣄ꢒꢥꢶ,அசிங்கமாக
